customer_id,plan,monthly_charges,contract_type
915,Standard,50.0,Two year
916,Basic,43.2,One year
917,Premium,104.93,Month-to-month
918,Standard,50.5,Two year
919,Basic,39.99,One year
920,Basic,22.17,One year
921,Standard,72.27,One year
922,Premium,105.31,Month-to-month
923,Standard,78.54,Month-to-month
924,Standard,63.74,One year
925,Standard,57.31,Month-to-month
926,Basic,31.6,Two year
927,Basic,22.06,Month-to-month
928,Basic,39.31,One year
929,Basic,34.79,One year
930,Basic,39.33,One year
931,Basic,34.9,Month-to-month
932,Standard,67.48,Month-to-month
933,Basic,26.92,Two year
934,Basic,38.93,Two year
935,Standard,58.88,Month-to-month
936,Standard,82.4,Month-to-month
937,Premium,122.95,Two year
938,Standard,57.8,One year
939,Premium,101.27,Two year
940,Standard,73.07,Month-to-month
941,Premium,93.94,Month-to-month
942,Standard,72.57,Month-to-month
943,Basic,27.84,One year
944,Basic,30.79,Two year
945,Basic,37.84,Month-to-month
946,Premium,103.17,Month-to-month
947,Standard,79.46,Two year
948,Premium,102.7,Month-to-month
949,Basic,31.5,Month-to-month
950,Standard,50.41,Month-to-month
951,Standard,69.32,Month-to-month
952,Premium,133.93,Month-to-month
953,Basic,26.67,Two year
954,Standard,60.15,Month-to-month
955,Basic,40.87,One year
956,Premium,95.75,One year
957,Premium,149.22,Month-to-month
958,Basic,41.76,Two year
959,Basic,38.63,Month-to-month
960,Basic,33.75,One year
961,Basic,38.09,Month-to-month
962,Standard,57.94,One year
963,Basic,39.38,Month-to-month
964,Basic,27.8,One year
965,Premium,115.2,Two year
966,Premium,94.32,Two year
967,Standard,81.84,Month-to-month
968,Standard,55.4,One year
969,Premium,98.72,One year
970,Basic,44.9,One year
971,Premium,110.04,Month-to-month
972,Basic,30.67,One year
973,Standard,52.54,Month-to-month
974,Basic,43.58,One year
975,Basic,33.76,One year
976,Basic,41.66,Month-to-month
977,Basic,37.61,Month-to-month
978,Standard,54.21,One year
979,Premium,111.44,Month-to-month
980,Premium,141.76,Month-to-month
981,Basic,40.48,One year
982,Basic,27.83,Month-to-month
983,Standard,76.82,Month-to-month
984,Standard,83.22,Two year
985,Premium,107.98,Month-to-month
986,Standard,52.99,Month-to-month
987,Standard,71.28,One year
988,Standard,80.02,One year
989,Standard,74.03,One year
990,Basic,44.39,One year
991,Basic,39.47,One year
992,Basic,28.61,Two year
993,Standard,69.29,One year
994,Standard,63.87,Month-to-month
995,Basic,33.68,Month-to-month
996,Standard,74.28,One year
997,Standard,56.17,One year
998,Premium,99.4,Month-to-month
999,Basic,34.43,Month-to-month
1000,Standard,81.09,Month-to-month
1001,Basic,24.94,Month-to-month
1002,Basic,24.32,One year
1003,Premium,123.03,Month-to-month
1004,Basic,22.3,Month-to-month
1005,Standard,62.47,Month-to-month
1006,Standard,63.23,One year
1007,Standard,76.66,Month-to-month
1008,Basic,20.01,Month-to-month
1009,Basic,22.35,Month-to-month
1010,Basic,27.51,One year
1011,Standard,70.03,Month-to-month
1012,Premium,137.76,One year
1013,Basic,23.61,Month-to-month
1014,Premium,142.4,Month-to-month
1015,Basic,23.56,Month-to-month
1016,Standard,67.28,Month-to-month
1017,Basic,37.72,Two year
1018,Basic,28.85,Two year
1019,Premium,95.11,Two year
1020,Premium,134.11,One year
1021,Premium,149.48,Month-to-month
1022,Standard,73.47,Two year
1023,Standard,69.3,Month-to-month
1024,Premium,126.98,Month-to-month
1025,Basic,22.0,Month-to-month
1026,Basic,39.22,Two year
1027,Basic,22.43,Month-to-month
1028,Basic,40.27,One year
1029,Standard,55.83,Month-to-month
1030,Basic,42.03,One year
1031,Standard,83.69,Month-to-month
1032,Basic,43.64,Two year
1033,Basic,33.88,One year
1034,Basic,40.41,Month-to-month
1035,Premium,113.84,Month-to-month
1036,Basic,30.01,One year
1037,Premium,105.57,Month-to-month
1038,Basic,44.82,Two year
1039,Premium,122.97,Month-to-month
1040,Basic,23.87,Month-to-month
1041,Basic,33.3,One year
1042,Basic,44.97,Month-to-month
1043,Basic,33.01,Two year
1044,Basic,43.27,Month-to-month
1045,Standard,68.89,Month-to-month
1046,Basic,35.3,Month-to-month
1047,Premium,126.86,Month-to-month
1048,Basic,41.8,Month-to-month
1049,Basic,21.83,Month-to-month
1050,Premium,134.31,One year
1051,Standard,75.0,Month-to-month
1052,Standard,72.84,Month-to-month
1053,Standard,61.51,One year
1054,Basic,26.63,Two year
1055,Basic,34.59,Two year
1056,Basic,29.97,Month-to-month
1057,Basic,35.53,One year
1058,Basic,31.08,One year
1059,Basic,39.6,One year
1060,Standard,84.43,Two year
1061,Standard,68.64,Month-to-month
1062,Premium,146.73,Month-to-month
1063,Basic,26.18,Two year
1064,Premium,117.17,Two year
1065,Premium,132.64,One year
1066,Standard,57.91,One year
1067,Basic,30.94,Two year
1068,Premium,142.71,One year
1069,Premium,104.83,Month-to-month
1070,Premium,105.55,Month-to-month
1071,Standard,59.62,Month-to-month
1072,Basic,38.96,One year
1073,Basic,27.05,One year
1074,Standard,83.52,Month-to-month
1075,Basic,39.08,Month-to-month
1076,Standard,81.73,One year
1077,Premium,110.7,One year
1078,Basic,30.26,Two year
1079,Premium,131.39,Month-to-month
1080,Standard,73.87,Month-to-month
1081,Basic,43.66,Two year
1082,Standard,60.6,Month-to-month
1083,Standard,73.69,Month-to-month
1084,Premium,118.06,Month-to-month
1085,Standard,60.07,Two year
1086,Standard,66.44,Two year
1087,Standard,63.11,One year
1088,Premium,100.58,Two year
1089,Standard,83.31,Month-to-month
1090,Standard,80.54,Month-to-month
1091,Standard,59.81,Two year
1092,Basic,44.27,Two year
1093,Standard,53.72,Month-to-month
1094,Standard,75.91,Month-to-month
1095,Basic,42.17,One year
1096,Standard,65.81,Month-to-month
1097,Premium,103.84,One year
1098,Premium,141.98,Month-to-month
1099,Standard,73.0,Month-to-month
1100,Basic,21.79,One year
1101,Standard,61.01,Two year
1102,Standard,67.68,Two year
1103,Basic,42.13,One year
1104,Basic,24.51,Month-to-month
1105,Basic,24.91,Two year
1106,Basic,24.39,Two year
1107,Premium,141.53,Month-to-month
1108,Premium,139.5,One year
1109,Basic,25.4,Month-to-month
1110,Basic,41.63,Two year
1111,Basic,41.53,Month-to-month
1112,Premium,129.38,Month-to-month
1113,Basic,40.64,Month-to-month
1114,Basic,23.27,Month-to-month
1115,Standard,66.01,Two year
1116,Basic,22.82,One year
1117,Basic,32.55,Month-to-month
1118,Premium,137.6,Month-to-month
1119,Standard,58.55,Month-to-month
1120,Premium,138.67,Month-to-month
1121,Standard,50.57,One year
1122,Premium,138.53,Month-to-month
1123,Standard,75.02,Month-to-month
1124,Basic,33.82,One year
1125,Standard,74.19,Month-to-month
1126,Standard,72.57,One year
1127,Standard,78.28,Month-to-month
1128,Basic,34.35,Two year
1129,Basic,34.5,One year
1130,Basic,43.44,Month-to-month
1131,Basic,33.91,One year
1132,Standard,62.86,Two year
1133,Premium,105.31,One year
1134,Basic,21.54,One year
1135,Premium,93.2,Month-to-month
1136,Standard,74.47,Month-to-month
1137,Premium,91.3,Month-to-month
1138,Basic,30.62,Month-to-month
1139,Standard,73.24,Two year
1140,Standard,85.0,Month-to-month
1141,Standard,60.58,One year
1142,Standard,69.73,Two year
1143,Standard,66.77,Two year
1144,Premium,102.15,Month-to-month
1145,Basic,21.92,Two year
1146,Standard,79.01,Month-to-month
1147,Basic,29.81,Two year
1148,Premium,116.82,Two year
1149,Basic,42.25,Two year
1150,Basic,34.44,One year
1151,Standard,74.23,Month-to-month
1152,Standard,82.31,Month-to-month
1153,Basic,30.35,One year
1154,Standard,83.88,Month-to-month
1155,Basic,38.98,One year
1156,Basic,37.17,Two year
1157,Basic,26.97,One year
1158,Standard,68.08,Month-to-month
1159,Basic,20.9,One year
1160,Standard,56.89,Two year
1161,Basic,41.52,Two year
1162,Premium,133.54,Month-to-month
1163,Premium,126.08,Two year
1164,Standard,69.87,Month-to-month
1165,Premium,138.97,Month-to-month
1166,Basic,32.56,Month-to-month
1167,Standard,75.09,Two year
1168,Standard,77.33,Month-to-month
1169,Standard,50.11,One year
1170,Basic,27.59,One year
1171,Basic,38.44,One year
1172,Basic,34.21,One year
1173,Premium,135.95,Month-to-month
1174,Standard,70.04,Two year
1175,Basic,39.78,Two year
1176,Basic,31.24,Month-to-month
1177,Premium,93.43,Two year
1178,Standard,70.96,Two year
1179,Basic,43.03,Month-to-month
1180,Basic,29.56,Two year
1181,Basic,22.07,Month-to-month
1182,Premium,121.26,Two year
1183,Basic,30.83,Month-to-month
1184,Basic,31.45,One year
1185,Basic,34.48,Month-to-month
1186,Basic,26.83,Month-to-month
1187,Basic,42.52,One year
1188,Premium,133.23,Month-to-month
1189,Standard,61.42,Month-to-month
1190,Basic,28.45,One year
1191,Standard,82.7,Two year
1192,Premium,125.08,One year
1193,Premium,114.35,Month-to-month
1194,Standard,56.71,Month-to-month
1195,Basic,42.94,Month-to-month
1196,Standard,61.38,Two year
1197,Standard,68.33,Month-to-month
1198,Standard,68.9,One year
1199,Basic,26.17,Month-to-month
1200,Premium,99.29,Month-to-month
1201,Standard,78.73,One year
1202,Basic,26.98,One year
1203,Standard,72.31,Two year
1204,Standard,67.03,One year
1205,Basic,21.61,Month-to-month
1206,Basic,25.04,Two year
1207,Basic,34.3,Month-to-month
1208,Standard,79.03,Month-to-month
1209,Standard,54.99,Two year
1210,Standard,57.35,Month-to-month
1211,Basic,28.54,One year
1212,Standard,63.02,One year
1213,Basic,27.47,Two year
1214,Basic,43.48,Month-to-month
1215,Standard,76.01,One year
1216,Basic,24.75,Month-to-month
1217,Premium,106.74,Month-to-month
1218,Premium,137.89,Month-to-month
1219,Basic,32.82,Two year
1220,Basic,34.58,One year
1221,Standard,56.31,Month-to-month
1222,Premium,109.93,Month-to-month
1223,Premium,116.93,Month-to-month
1224,Standard,74.38,Two year
1225,Basic,43.81,Month-to-month
1226,Basic,27.77,Month-to-month
1227,Basic,42.03,Month-to-month
1228,Standard,73.57,Two year
1229,Standard,77.12,Month-to-month
1230,Standard,64.34,Month-to-month
1231,Standard,62.18,One year
1232,Basic,36.18,Month-to-month
1233,Premium,105.2,Month-to-month
1234,Basic,24.83,One year
1235,Standard,51.06,Two year
1236,Premium,147.47,Month-to-month
1237,Standard,74.54,One year
1238,Basic,44.66,Month-to-month
1239,Standard,56.93,Two year
1240,Basic,34.76,Two year
1241,Standard,60.89,One year
1242,Basic,32.3,Two year
1243,Basic,32.72,Month-to-month
1244,Standard,81.34,One year
1245,Standard,83.21,Two year
1246,Standard,77.55,Two year
1247,Basic,29.99,Two year
1248,Basic,28.59,One year
1249,Standard,65.99,Month-to-month
1250,Standard,70.71,Month-to-month
1251,Standard,67.33,One year
1252,Basic,30.33,One year
1253,Basic,37.42,Month-to-month
1254,Basic,25.32,Month-to-month
1255,Basic,37.75,Month-to-month
1256,Basic,44.19,One year
1257,Basic,25.59,Two year
1258,Premium,102.74,One year
1259,Basic,23.58,Month-to-month
1260,Basic,26.23,One year
1261,Basic,37.06,Two year
1262,Basic,24.04,Month-to-month
1263,Basic,37.73,One year
1264,Standard,77.4,Two year
1265,Premium,93.75,Month-to-month
1266,Premium,140.17,Two year
1267,Basic,40.88,One year
1268,Basic,36.38,One year
1269,Basic,42.26,One year
1270,Basic,40.16,One year
1271,Basic,32.92,Two year
1272,Standard,56.7,Two year
1273,Basic,30.02,Two year
1274,Premium,125.68,Two year
1275,Premium,92.88,Month-to-month
1276,Standard,64.06,One year
1277,Basic,40.95,Month-to-month
1278,Standard,71.01,Month-to-month
1279,Standard,67.15,Month-to-month
1280,Basic,35.41,Month-to-month
1281,Standard,58.13,One year
1282,Standard,54.89,One year
1283,Basic,33.15,Month-to-month
1284,Standard,83.15,Month-to-month
1285,Standard,69.91,Month-to-month
1286,Premium,136.18,Month-to-month
1287,Premium,148.4,Month-to-month
1288,Basic,22.67,One year
1289,Basic,39.42,One year
1290,Premium,128.67,One year
1291,Premium,149.87,Month-to-month
1292,Standard,68.59,One year
1293,Basic,30.56,One year
1294,Basic,44.85,Month-to-month
1295,Basic,20.01,One year
1296,Basic,44.18,Month-to-month
1297,Standard,71.32,Month-to-month
1298,Basic,25.41,Two year
1299,Standard,81.55,Month-to-month
1300,Premium,97.72,One year
1301,Basic,24.35,One year
1302,Premium,119.04,Two year
1303,Standard,50.53,Two year
1304,Basic,31.38,Two year
1305,Standard,71.7,Month-to-month
1306,Basic,44.25,Two year
1307,Basic,38.8,Month-to-month
1308,Premium,148.65,One year
1309,Basic,35.03,Two year
1310,Basic,21.36,Two year
1311,Basic,38.96,One year
1312,Standard,84.94,Month-to-month
1313,Standard,59.63,One year
1314,Basic,25.78,Month-to-month
1315,Basic,29.23,Month-to-month
1316,Standard,62.48,One year
1317,Standard,84.36,Month-to-month
1318,Basic,42.05,Month-to-month
1319,Standard,68.66,Month-to-month
1320,Basic,27.74,Month-to-month
1321,Premium,145.78,Month-to-month
1322,Basic,41.8,Month-to-month
1323,Premium,102.19,One year
1324,Premium,143.01,Two year
1325,Basic,39.64,Month-to-month
1326,Premium,118.34,One year
1327,Basic,39.6,Month-to-month
1328,Basic,41.38,Month-to-month
1329,Standard,51.77,Month-to-month
1330,Standard,68.62,Two year
1331,Basic,41.46,Month-to-month
1332,Basic,23.23,One year
1333,Standard,61.74,Month-to-month
1334,Standard,58.51,Month-to-month
1335,Basic,30.15,Month-to-month
1336,Premium,145.12,Month-to-month
1337,Standard,71.0,One year
1338,Premium,109.14,One year
1339,Standard,72.72,Month-to-month
1340,Standard,58.08,Month-to-month
1341,Premium,93.98,Month-to-month
1342,Standard,68.3,Month-to-month
1343,Basic,34.88,Month-to-month
1344,Premium,104.74,Month-to-month
1345,Premium,121.05,Month-to-month
1346,Standard,74.19,One year
1347,Basic,33.5,Two year
1348,Standard,78.06,One year
1349,Basic,24.28,Month-to-month
1350,Standard,67.15,Month-to-month
1351,Standard,66.41,One year
1352,Premium,118.07,One year
1353,Basic,44.02,Month-to-month
1354,Basic,36.34,Two year
1355,Basic,32.08,One year
1356,Basic,33.09,Month-to-month
1357,Basic,30.96,One year
1358,Standard,59.59,Month-to-month
1359,Premium,115.26,Month-to-month
1360,Standard,50.48,One year
1361,Standard,82.77,Two year
1362,Basic,21.76,Month-to-month
1363,Premium,139.75,Month-to-month
1364,Basic,36.85,Month-to-month
1365,Standard,75.97,Two year
1366,Basic,43.06,Two year
1367,Standard,71.67,Month-to-month
1368,Basic,40.61,Two year
1369,Basic,28.16,Month-to-month
1370,Standard,80.83,Month-to-month
1371,Premium,117.06,Two year
1372,Basic,42.95,Month-to-month
1373,Basic,44.69,One year
1374,Standard,69.73,One year
1375,Standard,66.23,Two year
1376,Basic,20.67,One year
1377,Standard,73.83,One year
1378,Standard,68.86,Month-to-month
1379,Premium,134.61,Two year
1380,Basic,39.59,Month-to-month
1381,Basic,40.9,Two year
1382,Premium,93.46,Month-to-month
1383,Premium,141.48,Month-to-month
1384,Basic,21.98,Two year
1385,Basic,21.29,Month-to-month
1386,Premium,112.82,Month-to-month
1387,Premium,92.58,Month-to-month
1388,Standard,54.16,One year
1389,Premium,111.34,Two year
1390,Basic,36.47,One year
1391,Standard,75.86,Month-to-month
1392,Standard,64.88,Month-to-month
1393,Basic,36.2,One year
1394,Basic,30.76,Month-to-month
1395,Basic,42.44,Month-to-month
1396,Basic,25.7,One year
1397,Basic,40.36,One year
1398,Premium,112.31,Month-to-month
1399,Standard,61.93,Month-to-month
1400,Premium,92.54,Two year
1401,Premium,139.52,Month-to-month
1402,Standard,68.95,Month-to-month
1403,Basic,43.45,Month-to-month
1404,Standard,82.85,Two year
1405,Standard,84.87,One year
1406,Premium,98.41,Month-to-month
1407,Standard,57.31,Two year
1408,Standard,74.38,Month-to-month
1409,Basic,39.49,One year
1410,Basic,34.06,Month-to-month
1411,Premium,112.96,Month-to-month
1412,Basic,27.38,Month-to-month
1413,Premium,97.69,Month-to-month
1414,Basic,38.72,Two year
1415,Standard,61.58,One year
1416,Basic,22.1,Month-to-month
1417,Premium,143.11,One year
1418,Standard,72.6,One year
1419,Standard,82.21,One year
1420,Standard,64.43,Month-to-month
1421,Basic,20.17,Month-to-month
1422,Basic,44.33,One year
1423,Premium,140.15,One year
1424,Standard,78.87,Two year
1425,Premium,123.99,One year
1426,Premium,149.12,Month-to-month
1427,Standard,69.46,One year
1428,Basic,21.33,One year
1429,Basic,26.77,Month-to-month
1430,Standard,71.74,One year
1431,Basic,34.02,Month-to-month
1432,Standard,68.25,One year
1433,Standard,69.37,Month-to-month
1434,Premium,96.44,Month-to-month
1435,Standard,80.47,Month-to-month
1436,Standard,59.42,Month-to-month
1437,Standard,62.17,One year
1438,Basic,32.41,Month-to-month
1439,Basic,29.31,One year
1440,Standard,50.99,Two year
1441,Basic,41.24,Two year
1442,Basic,24.56,Month-to-month
1443,Standard,72.18,One year
1444,Standard,70.1,Month-to-month
1445,Standard,79.9,Month-to-month
1446,Standard,72.06,One year
1447,Standard,65.68,Two year
1448,Basic,25.71,Month-to-month
1449,Standard,51.48,One year
1450,Standard,54.74,Two year
1451,Basic,32.58,One year
1452,Basic,25.92,Month-to-month
1453,Basic,26.08,Month-to-month
1454,Standard,83.75,Month-to-month
1455,Standard,80.94,Month-to-month
1456,Standard,64.86,Month-to-month
1457,Standard,54.78,Month-to-month
1458,Premium,122.34,Two year
1459,Standard,71.26,Two year
1460,Premium,123.63,One year
1461,Standard,75.35,One year
1462,Basic,40.74,Month-to-month
1463,Standard,54.69,Month-to-month
1464,Basic,22.37,Month-to-month
1465,Premium,133.31,Month-to-month
1466,Standard,62.68,Two year
1467,Basic,35.0,Two year
1468,Premium,97.4,Month-to-month
1469,Basic,24.8,Two year
1470,Basic,24.4,One year
1471,Premium,145.91,Month-to-month
1472,Basic,25.51,One year
1473,Basic,34.37,Month-to-month
1474,Premium,95.3,Month-to-month
1475,Basic,31.55,One year
1476,Premium,119.81,Month-to-month
1477,Standard,84.52,Month-to-month
1478,Standard,72.01,One year
1479,Basic,24.01,One year
1480,Basic,37.95,Two year
1481,Standard,54.6,Month-to-month
1482,Basic,39.71,Month-to-month
1483,Basic,25.05,Month-to-month
1484,Premium,102.11,Month-to-month
1485,Premium,100.85,One year
1486,Premium,128.23,One year
1487,Standard,70.08,One year
1488,Standard,73.44,One year
1489,Premium,139.2,One year
1490,Standard,62.67,Month-to-month
1491,Standard,60.43,Two year
1492,Premium,100.44,Month-to-month
1493,Standard,58.64,One year
1494,Basic,21.5,One year
1495,Basic,35.75,Month-to-month
1496,Standard,76.1,Two year
1497,Standard,50.21,One year
1498,Basic,30.2,Month-to-month
1499,Premium,126.65,One year
1500,Standard,55.44,Two year
1501,Basic,29.87,Month-to-month
1502,Standard,56.56,Two year
1503,Premium,90.05,Month-to-month
1504,Premium,123.13,Month-to-month
1505,Premium,110.54,Two year
1506,Standard,50.23,Month-to-month
