customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
465,2026-05-01,5,57.61,61.64,61.64,2026-05-06
466,2026-05-01,5,84.69,90.62,90.62,2026-05-08
467,2026-05-01,5,22.92,24.52,24.52,2026-05-08
468,2026-05-01,5,127.74,136.68,136.68,2026-05-11
469,2026-05-01,5,21.85,23.38,23.38,2026-05-07
470,2026-05-01,5,60.81,65.07,65.07,2026-05-05
471,2026-05-01,5,148.79,159.21,159.21,2026-05-05
472,2026-05-01,5,26.22,28.06,28.06,2026-05-07
473,2026-05-01,5,31.55,33.76,33.76,2026-05-05
474,2026-05-01,5,119.11,127.45,127.45,2026-05-05
475,2026-05-01,5,34.57,36.99,36.99,2026-05-05
476,2026-05-01,5,26.48,28.33,28.33,2026-05-06
477,2026-05-01,5,34.62,37.04,37.04,2026-05-05
478,2026-05-01,5,67.21,71.91,71.91,2026-05-05
479,2026-05-01,5,34.79,37.23,37.23,2026-05-05
480,2026-05-01,5,75.67,80.97,80.97,2026-05-05
481,2026-05-01,5,52.36,56.03,56.03,2026-05-05
482,2026-05-01,5,31.81,34.04,34.04,2026-05-05
483,2026-05-01,5,41.18,44.06,44.06,2026-05-07
484,2026-05-01,5,20.58,22.02,22.02,2026-05-06
485,2026-05-01,5,84.54,90.46,90.46,2026-05-05
486,2026-05-01,5,23.48,25.12,25.12,2026-05-05
487,2026-05-01,5,125.09,133.85,133.85,2026-05-05
488,2026-05-01,5,50.32,53.84,53.84,2026-05-31
489,2026-05-01,5,148.27,158.65,158.65,2026-05-05
490,2026-05-01,5,108.76,116.37,116.37,2026-05-05
491,2026-05-01,5,67.36,72.08,72.08,2026-05-07
492,2026-05-01,5,34.49,36.9,36.9,2026-05-07
493,2026-05-01,5,39.73,42.51,42.51,2026-05-08
494,2026-05-01,5,32.65,34.94,34.94,2026-05-21
495,2026-05-01,5,101.58,108.69,108.69,2026-05-05
496,2026-05-01,5,148.34,158.72,158.72,2026-05-08
497,2026-05-01,5,75.9,81.21,81.21,2026-05-05
498,2026-05-01,5,68.51,73.31,73.31,2026-05-07
499,2026-05-01,5,60.99,65.26,65.26,2026-05-12
500,2026-05-01,5,22.6,24.18,24.18,2026-05-05
501,2026-05-01,5,38.93,41.66,41.66,2026-05-16
502,2026-05-01,5,53.54,57.29,57.29,2026-05-05
503,2026-05-01,5,77.74,83.18,83.18,2026-05-07
504,2026-05-01,5,78.42,83.91,83.91,2026-05-19
505,2026-05-01,5,80.11,85.72,85.72,2026-05-08
506,2026-05-01,5,26.29,28.13,28.13,2026-05-07
507,2026-05-01,5,69.27,74.12,74.12,2026-05-06
508,2026-05-01,5,72.52,77.6,77.6,2026-05-08
509,2026-05-01,5,32.61,34.89,34.89,2026-05-05
510,2026-05-01,5,105.98,113.4,113.4,2026-05-27
511,2026-05-01,5,59.75,63.93,63.93,2026-05-05
512,2026-05-01,5,24.19,25.88,25.88,2026-06-02
513,2026-05-01,5,20.64,22.08,22.08,2026-05-07
514,2026-05-01,5,43.88,46.95,46.95,2026-05-05
515,2026-05-01,5,39.47,42.23,42.23,2026-05-09
516,2026-05-01,5,129.91,139.0,139.0,2026-05-07
517,2026-05-01,5,24.46,26.17,26.17,2026-05-07
518,2026-05-01,5,73.32,78.45,78.45,2026-05-15
519,2026-05-01,5,74.65,79.88,79.88,2026-05-05
520,2026-05-01,5,72.99,78.1,78.1,2026-05-05
521,2026-05-01,5,30.04,32.14,32.14,2026-05-05
522,2026-05-01,5,95.29,101.96,101.96,2026-05-05
523,2026-05-01,5,34.48,36.89,36.89,2026-05-05
524,2026-05-01,5,81.97,87.71,87.71,2026-05-09
525,2026-05-01,5,26.94,28.83,28.83,2026-05-07
526,2026-05-01,5,137.76,147.4,147.4,2026-05-07
527,2026-05-01,5,30.29,32.41,32.41,2026-05-07
528,2026-05-01,5,96.13,102.86,102.86,2026-05-05
529,2026-05-01,5,75.19,80.45,80.45,2026-05-05
530,2026-05-01,5,40.99,43.86,43.86,2026-05-05
531,2026-05-01,5,67.33,72.04,72.04,2026-05-06
532,2026-05-01,5,26.34,28.18,28.18,2026-05-05
533,2026-05-01,5,31.1,33.28,33.28,2026-05-07
534,2026-05-01,5,81.01,86.68,86.68,2026-05-06
535,2026-05-01,5,20.85,22.31,22.31,2026-05-06
536,2026-05-01,5,66.22,70.86,70.86,2026-05-05
537,2026-05-01,5,52.35,56.01,56.01,2026-05-06
538,2026-05-01,5,67.39,72.11,72.11,2026-05-07
539,2026-05-01,5,149.14,159.58,159.58,2026-05-05
540,2026-05-01,5,58.54,62.64,62.64,2026-05-08
541,2026-05-01,5,43.79,46.86,46.86,2026-05-05
542,2026-05-01,5,36.04,38.56,38.56,2026-05-10
543,2026-05-01,5,20.43,21.86,21.86,2026-05-06
544,2026-05-01,5,30.32,32.44,32.44,2026-05-05
545,2026-05-01,5,57.73,61.77,61.77,2026-05-08
546,2026-05-01,5,56.76,60.73,60.73,2026-05-05
547,2026-05-01,5,33.17,35.49,35.49,2026-05-05
548,2026-05-01,5,57.48,61.5,61.5,2026-05-05
549,2026-05-01,5,109.36,117.02,117.02,2026-05-05
550,2026-05-01,5,74.46,79.67,79.67,2026-05-07
551,2026-05-01,5,28.7,30.71,30.71,2026-05-05
552,2026-05-01,5,42.85,45.85,45.85,2026-05-05
553,2026-05-01,5,72.43,77.5,77.5,2026-05-05
554,2026-05-01,5,23.76,25.42,25.42,2026-05-07
555,2026-05-01,5,28.27,30.25,30.25,2026-05-08
556,2026-05-01,5,84.98,90.93,90.93,2026-05-05
557,2026-05-01,5,28.3,30.28,30.28,2026-05-06
558,2026-05-01,5,34.82,37.26,37.26,2026-05-06
559,2026-05-01,5,22.56,24.14,24.14,2026-05-08
560,2026-05-01,5,36.46,39.01,39.01,2026-05-07
561,2026-05-01,5,61.48,65.78,65.78,2026-05-05
562,2026-05-01,5,63.51,67.96,67.96,2026-05-05
563,2026-05-01,5,34.3,36.7,36.7,2026-05-05
564,2026-05-01,5,62.17,66.52,66.52,2026-05-06
565,2026-05-01,5,22.17,23.72,23.72,2026-05-07
566,2026-05-01,5,58.09,62.16,62.16,2026-05-05
567,2026-05-01,5,75.08,80.34,80.34,2026-05-18
568,2026-05-01,5,56.13,60.06,60.06,2026-05-05
569,2026-05-01,5,29.05,31.08,31.08,2026-05-06
570,2026-05-01,5,98.19,105.06,105.06,2026-05-05
571,2026-05-01,5,104.02,111.3,111.3,2026-05-05
572,2026-05-01,5,52.82,56.52,56.52,2026-05-05
573,2026-05-01,5,29.78,31.86,31.86,2026-05-06
574,2026-05-01,5,45.0,48.15,48.15,2026-05-05
575,2026-05-01,5,22.32,23.88,23.88,2026-05-08
576,2026-05-01,5,33.61,35.96,35.96,2026-05-05
577,2026-05-01,5,119.77,128.15,128.15,2026-05-05
578,2026-05-01,5,54.39,58.2,58.2,2026-05-06
579,2026-05-01,5,73.84,79.01,79.01,2026-05-07
580,2026-05-01,5,28.3,30.28,30.28,2026-05-08
581,2026-05-01,5,131.25,140.44,140.44,2026-05-17
582,2026-05-01,5,28.18,30.15,30.15,2026-05-05
583,2026-05-01,5,36.86,39.44,39.44,2026-05-08
584,2026-05-01,5,109.33,116.98,116.98,2026-05-05
585,2026-05-01,5,140.24,150.06,150.06,2026-05-05
586,2026-05-01,5,92.02,98.46,98.46,2026-05-07
587,2026-05-01,5,92.0,98.44,98.44,2026-05-08
588,2026-05-01,5,23.97,25.65,25.65,2026-05-08
589,2026-05-01,5,21.85,23.38,23.38,2026-05-05
590,2026-05-01,5,81.16,86.84,86.84,2026-05-07
591,2026-05-01,5,39.2,41.94,41.94,2026-05-05
592,2026-05-01,5,33.01,35.32,35.32,2026-05-06
593,2026-05-01,5,100.35,107.37,107.37,2026-05-06
594,2026-05-01,5,99.16,106.1,106.1,2026-05-05
595,2026-05-01,5,51.17,54.75,54.75,2026-05-06
596,2026-05-01,5,55.02,58.87,58.87,2026-05-07
597,2026-05-01,5,35.98,38.5,38.5,2026-05-07
598,2026-05-01,5,125.54,134.33,134.33,2026-05-05
599,2026-05-01,5,27.06,28.95,28.95,2026-05-06
600,2026-05-01,5,35.88,38.39,38.39,2026-05-06
601,2026-05-01,5,70.46,75.39,75.39,2026-05-05
602,2026-05-01,5,74.43,79.64,79.64,2026-05-21
603,2026-05-01,5,93.92,100.49,100.49,2026-05-07
604,2026-05-01,5,38.49,41.18,41.18,2026-05-05
605,2026-05-01,5,82.22,87.98,87.98,2026-05-11
606,2026-05-01,5,104.45,111.76,111.76,2026-05-05
607,2026-05-01,5,65.73,70.33,70.33,2026-05-05
608,2026-05-01,5,31.94,34.18,34.18,2026-05-10
609,2026-05-01,5,27.33,29.24,29.24,2026-05-05
610,2026-05-01,5,66.3,70.94,70.94,2026-05-06
611,2026-05-01,5,95.01,101.66,101.66,2026-05-06
612,2026-05-01,5,21.13,22.61,22.61,2026-05-05
613,2026-05-01,5,59.62,63.79,63.79,2026-05-05
614,2026-05-01,5,55.61,59.5,59.5,2026-05-15
615,2026-05-01,5,78.85,84.37,84.37,2026-05-07
616,2026-05-01,5,80.53,86.17,86.17,2026-05-06
617,2026-05-01,5,71.86,76.89,76.89,2026-05-06
618,2026-05-01,5,38.77,41.48,41.48,2026-05-05
619,2026-05-01,5,28.93,30.96,30.96,2026-05-05
620,2026-05-01,5,75.6,80.89,80.89,2026-05-05
621,2026-05-01,5,70.39,75.32,75.32,2026-05-05
622,2026-05-01,5,28.63,30.63,30.63,2026-05-06
623,2026-05-01,5,52.82,56.52,56.52,2026-05-05
624,2026-05-01,5,38.13,40.8,40.8,2026-05-05
625,2026-05-01,5,52.12,55.77,55.77,2026-05-19
626,2026-05-01,5,104.6,111.92,111.92,2026-05-08
627,2026-05-01,5,38.93,41.66,41.66,2026-05-07
628,2026-05-01,5,126.58,135.44,135.44,2026-05-05
629,2026-05-01,5,103.48,110.72,110.72,2026-05-16
630,2026-05-01,5,39.5,42.26,42.26,2026-05-06
631,2026-05-01,5,32.33,34.59,34.59,2026-05-06
632,2026-05-01,5,51.74,55.36,55.36,2026-05-05
633,2026-05-01,5,23.02,24.63,24.63,2026-05-09
634,2026-05-01,5,120.19,128.6,128.6,2026-05-09
635,2026-05-01,5,25.17,26.93,26.93,2026-05-05
636,2026-05-01,5,130.05,139.15,139.15,2026-05-05
637,2026-05-01,5,43.66,46.72,46.72,2026-05-07
638,2026-05-01,5,141.62,151.53,151.53,2026-05-05
639,2026-05-01,5,44.96,48.11,48.11,2026-05-06
640,2026-05-01,5,35.17,37.63,37.63,2026-05-07
641,2026-05-01,5,104.92,112.26,112.26,2026-05-06
642,2026-05-01,5,73.84,79.01,79.01,2026-05-06
643,2026-05-01,5,84.3,90.2,90.2,2026-05-06
644,2026-05-01,5,20.78,22.23,22.23,2026-05-05
645,2026-05-01,5,20.83,22.29,22.29,2026-05-05
646,2026-05-01,5,26.99,28.88,28.88,2026-05-07
647,2026-05-01,5,50.71,54.26,54.26,2026-05-05
648,2026-05-01,5,36.64,39.2,39.2,2026-05-07
649,2026-05-01,5,54.06,57.84,57.84,2026-05-06
650,2026-05-01,5,76.16,81.49,81.49,2026-05-07
651,2026-05-01,5,137.84,147.49,147.49,2026-05-06
652,2026-05-01,5,24.0,25.68,25.68,2026-05-07
653,2026-05-01,5,24.91,26.65,26.65,2026-05-07
654,2026-05-01,5,22.62,24.2,24.2,2026-05-05
655,2026-05-01,5,81.67,87.39,87.39,2026-05-05
656,2026-05-01,5,51.76,55.38,55.38,2026-05-05
657,2026-05-01,5,114.23,122.23,122.23,2026-05-07
658,2026-05-01,5,34.58,37.0,37.0,2026-05-06
659,2026-05-01,5,79.09,84.63,84.63,2026-05-12
660,2026-05-01,5,58.59,62.69,62.69,2026-05-05
661,2026-05-01,5,27.29,29.2,29.2,2026-05-07
662,2026-05-01,5,32.49,34.76,34.76,2026-05-05
663,2026-05-01,5,53.28,57.01,57.01,2026-05-05
664,2026-05-01,5,60.94,65.21,65.21,2026-05-09
665,2026-05-01,5,28.75,30.76,30.76,2026-05-07
666,2026-05-01,5,30.39,32.52,32.52,2026-05-23
667,2026-05-01,5,148.09,158.46,158.46,2026-06-06
668,2026-05-01,5,41.64,44.55,44.55,2026-05-05
669,2026-05-01,5,58.75,62.86,62.86,2026-05-12
670,2026-05-01,5,31.71,33.93,33.93,2026-05-07
671,2026-05-01,5,123.48,132.12,132.12,2026-05-05
672,2026-05-01,5,28.08,30.05,30.05,2026-05-06
673,2026-05-01,5,36.9,39.48,39.48,2026-05-07
674,2026-05-01,5,138.04,147.7,147.7,2026-05-05
675,2026-05-01,5,28.33,30.31,30.31,2026-05-05
676,2026-05-01,5,100.22,107.24,107.24,2026-05-06
677,2026-05-01,5,38.7,41.41,41.41,2026-05-08
678,2026-05-01,5,21.71,23.23,23.23,2026-05-09
679,2026-05-01,5,80.75,86.4,86.4,2026-05-06
680,2026-05-01,5,30.21,32.32,32.32,2026-05-05
681,2026-05-01,5,30.17,32.28,32.28,2026-05-07
682,2026-05-01,5,20.6,22.04,22.04,2026-05-09
683,2026-05-01,5,78.82,84.34,84.34,2026-05-17
684,2026-05-01,5,29.21,31.25,31.25,2026-05-07
685,2026-05-01,5,94.9,101.54,101.54,2026-05-05
686,2026-05-01,5,70.16,75.07,75.07,2026-05-05
687,2026-05-01,5,52.88,56.58,56.58,2026-05-08
688,2026-05-01,5,36.42,38.97,38.97,2026-05-06
689,2026-05-01,5,80.7,86.35,86.35,2026-05-05
690,2026-05-01,5,21.31,22.8,22.8,2026-05-05
691,2026-05-01,5,54.05,57.83,57.83,2026-05-06
692,2026-05-01,5,104.58,111.9,111.9,2026-05-13
693,2026-05-01,5,82.18,87.93,87.93,2026-05-09
694,2026-05-01,5,54.83,58.67,58.67,2026-05-07
695,2026-05-01,5,33.1,35.42,35.42,2026-05-05
696,2026-05-01,5,52.8,56.5,56.5,2026-05-05
697,2026-05-01,5,100.12,107.13,107.13,2026-05-05
698,2026-05-01,5,32.71,35.0,35.0,2026-05-08
699,2026-05-01,5,81.89,87.62,87.62,2026-05-05
700,2026-05-01,5,20.22,21.64,21.64,2026-05-05
701,2026-05-01,5,44.44,47.55,47.55,2026-05-06
702,2026-05-01,5,24.63,26.35,26.35,2026-05-05
703,2026-05-01,5,24.18,25.87,25.87,2026-05-05
704,2026-05-01,5,60.88,65.14,65.14,2026-05-05
705,2026-05-01,5,34.69,37.12,37.12,2026-05-05
706,2026-05-01,5,29.31,31.36,31.36,2026-05-06
707,2026-05-01,5,97.02,103.81,103.81,2026-05-21
708,2026-05-01,5,63.58,68.03,68.03,2026-05-06
709,2026-05-01,5,27.72,29.66,29.66,2026-05-07
710,2026-05-01,5,32.23,34.49,34.49,2026-05-09
711,2026-05-01,5,41.2,44.08,44.08,2026-05-15
712,2026-05-01,5,38.32,41.0,41.0,2026-05-05
713,2026-05-01,5,135.71,145.21,145.21,2026-05-07
714,2026-05-01,5,142.4,152.37,152.37,2026-05-05
715,2026-05-01,5,108.01,115.57,115.57,2026-05-05
716,2026-05-01,5,20.41,21.84,21.84,2026-05-05
717,2026-05-01,5,135.87,145.38,145.38,2026-05-05
718,2026-05-01,5,124.57,133.29,133.29,2026-05-05
719,2026-05-01,5,79.4,84.96,84.96,2026-05-05
720,2026-05-01,5,56.36,60.31,60.31,2026-05-06
721,2026-05-01,5,38.83,41.55,41.55,2026-06-03
722,2026-05-01,5,66.82,71.5,71.5,2026-06-03
723,2026-05-01,5,33.47,35.81,35.81,2026-05-05
724,2026-05-01,5,39.54,42.31,42.31,2026-05-17
725,2026-05-01,5,31.09,33.27,33.27,2026-05-06
726,2026-05-01,5,40.29,43.11,43.11,2026-05-05
727,2026-05-01,5,29.88,31.97,31.97,2026-05-06
728,2026-05-01,5,76.29,81.63,81.63,2026-05-05
729,2026-05-01,5,84.32,90.22,90.22,2026-05-06
730,2026-05-01,5,23.99,25.67,25.67,2026-05-05
731,2026-05-01,5,22.02,23.56,23.56,2026-05-07
732,2026-05-01,5,28.44,30.43,30.43,2026-05-07
733,2026-05-01,5,54.1,57.89,57.89,2026-05-05
734,2026-05-01,5,64.04,68.52,68.52,2026-05-06
735,2026-05-01,5,27.86,29.81,29.81,2026-05-18
736,2026-05-01,5,32.59,34.87,34.87,2026-05-16
737,2026-05-01,5,33.26,35.59,35.59,2026-05-06
738,2026-05-01,5,96.45,103.2,103.2,2026-05-07
739,2026-05-01,5,146.68,156.95,156.95,2026-05-07
740,2026-05-01,5,38.15,40.82,40.82,2026-05-05
741,2026-05-01,5,37.66,40.3,40.3,2026-05-10
742,2026-05-01,5,65.18,69.74,69.74,2026-05-07
743,2026-05-01,5,25.76,27.56,27.56,2026-05-09
744,2026-05-01,5,28.25,30.23,30.23,2026-05-07
745,2026-05-01,5,43.29,46.32,46.32,2026-05-07
746,2026-05-01,5,81.65,87.37,87.37,2026-05-07
747,2026-05-01,5,66.31,70.95,70.95,2026-05-07
748,2026-05-01,5,27.07,28.96,28.96,2026-05-05
749,2026-05-01,5,30.6,32.74,32.74,2026-05-07
750,2026-05-01,5,82.98,88.79,88.79,2026-05-05
751,2026-05-01,5,73.25,78.38,78.38,2026-06-04
752,2026-05-01,5,73.22,78.35,78.35,2026-05-05
753,2026-05-01,5,40.66,43.51,43.51,2026-05-05
754,2026-05-01,5,32.85,35.15,35.15,2026-05-07
755,2026-05-01,5,63.62,68.07,68.07,2026-05-05
756,2026-05-01,5,78.01,83.47,83.47,2026-05-05
757,2026-05-01,5,63.17,67.59,67.59,2026-05-07
758,2026-05-01,5,59.2,63.34,63.34,2026-05-10
759,2026-05-01,5,69.11,73.95,73.95,2026-05-05
760,2026-05-01,5,119.46,127.82,127.82,2026-05-05
761,2026-05-01,5,77.14,82.54,82.54,2026-05-05
762,2026-05-01,5,107.56,115.09,115.09,2026-05-05
763,2026-05-01,5,69.01,73.84,73.84,2026-05-05
764,2026-05-01,5,67.44,72.16,72.16,2026-05-05
765,2026-05-01,5,53.95,57.73,57.73,2026-05-05
766,2026-05-01,5,40.31,43.13,43.13,2026-05-05
767,2026-05-01,5,28.91,30.93,30.93,2026-05-05
768,2026-05-01,5,52.48,56.15,56.15,2026-05-08
769,2026-05-01,5,125.86,134.67,134.67,2026-05-07
770,2026-05-01,5,39.2,41.94,41.94,2026-05-05
771,2026-05-01,5,112.09,119.94,119.94,2026-05-05
772,2026-05-01,5,122.1,130.65,130.65,2026-05-06
773,2026-05-01,5,22.64,24.22,24.22,2026-05-11
774,2026-05-01,5,83.11,88.93,88.93,2026-05-10
775,2026-05-01,5,32.14,34.39,34.39,2026-05-07
776,2026-05-01,5,105.6,112.99,112.99,2026-05-06
777,2026-05-01,5,107.23,114.74,114.74,2026-06-06
778,2026-05-01,5,74.72,79.95,79.95,2026-05-06
779,2026-05-01,5,139.6,149.37,149.37,2026-06-04
780,2026-05-01,5,23.43,25.07,25.07,2026-05-08
781,2026-05-01,5,30.26,32.38,32.38,2026-05-05
782,2026-05-01,5,83.3,89.13,89.13,2026-05-11
783,2026-05-01,5,73.47,78.61,78.61,2026-05-07
784,2026-05-01,5,133.29,142.62,142.62,2026-05-24
785,2026-05-01,5,130.24,139.36,139.36,2026-05-07
786,2026-05-01,5,34.88,37.32,37.32,2026-05-07
787,2026-05-01,5,111.97,119.81,119.81,2026-05-05
788,2026-05-01,5,34.2,36.59,36.59,2026-05-07
789,2026-05-01,5,67.93,72.69,72.69,2026-05-07
790,2026-05-01,5,25.92,27.73,27.73,2026-05-13
791,2026-05-01,5,109.72,117.4,117.4,2026-05-05
792,2026-05-01,5,58.62,62.72,62.72,2026-05-06
793,2026-05-01,5,36.8,39.38,39.38,2026-05-05
794,2026-05-01,5,102.87,110.07,110.07,2026-05-05
795,2026-05-01,5,44.35,47.45,47.45,2026-05-08
796,2026-05-01,5,36.73,39.3,39.3,2026-05-11
797,2026-05-01,5,31.67,33.89,33.89,2026-05-05
798,2026-05-01,5,106.04,113.46,113.46,2026-05-07
799,2026-05-01,5,23.27,24.9,24.9,2026-05-10
800,2026-05-01,5,57.04,61.03,61.03,2026-05-07
801,2026-05-01,5,55.1,58.96,58.96,2026-05-13
802,2026-05-01,5,35.18,37.64,37.64,2026-05-07
803,2026-05-01,5,93.88,100.45,100.45,2026-05-14
804,2026-05-01,5,68.03,72.79,72.79,2026-05-10
805,2026-05-01,5,121.58,130.09,130.09,2026-05-05
806,2026-05-01,5,97.7,104.54,104.54,2026-05-07
807,2026-05-01,5,26.95,28.84,28.84,2026-05-07
808,2026-05-01,5,60.93,65.2,65.2,2026-05-25
809,2026-05-01,5,102.81,110.01,110.01,2026-05-05
810,2026-05-01,5,44.46,47.57,47.57,2026-05-05
811,2026-05-01,5,33.98,36.36,36.36,2026-05-05
812,2026-05-01,5,54.58,58.4,58.4,2026-05-06
813,2026-05-01,5,60.59,64.83,64.83,2026-05-06
814,2026-05-01,5,66.65,71.32,71.32,2026-05-05
815,2026-05-01,5,67.79,72.54,72.54,2026-05-05
816,2026-05-01,5,34.16,36.55,36.55,2026-05-05
817,2026-05-01,5,34.8,37.24,37.24,2026-05-06
818,2026-05-01,5,145.75,155.95,155.95,2026-05-07
819,2026-05-01,5,74.15,79.34,79.34,2026-05-05
820,2026-05-01,5,76.95,82.34,82.34,2026-05-05
821,2026-05-01,5,20.56,22.0,22.0,2026-05-05
822,2026-05-01,5,30.49,32.62,32.62,2026-05-11
823,2026-05-01,5,42.29,45.25,45.25,2026-05-24
824,2026-05-01,5,82.81,88.61,88.61,2026-05-05
825,2026-05-01,5,28.81,30.83,30.83,2026-05-25
826,2026-05-01,5,21.6,23.11,23.11,2026-05-05
827,2026-05-01,5,149.23,159.68,159.68,2026-05-05
828,2026-05-01,5,56.92,60.9,60.9,2026-05-07
829,2026-05-01,5,23.3,24.93,24.93,2026-05-07
830,2026-05-01,5,34.7,37.13,37.13,2026-05-05
831,2026-05-01,5,75.27,80.54,80.54,2026-05-26
832,2026-05-01,5,25.52,27.31,27.31,2026-05-07
833,2026-05-01,5,83.98,89.86,89.86,2026-05-07
834,2026-05-01,5,66.32,70.96,70.96,2026-05-05
835,2026-05-01,5,32.54,34.82,34.82,2026-05-05
836,2026-05-01,5,140.24,150.06,150.06,2026-05-05
837,2026-05-01,5,25.39,27.17,27.17,2026-05-05
838,2026-05-01,5,76.14,81.47,81.47,2026-05-07
839,2026-05-01,5,56.04,59.96,59.96,2026-05-05
840,2026-05-01,5,32.47,34.74,34.74,2026-05-05
841,2026-05-01,5,65.93,70.55,70.55,2026-05-25
842,2026-05-01,5,30.6,32.74,32.74,2026-05-05
843,2026-05-01,5,74.45,79.66,79.66,2026-05-05
844,2026-05-01,5,26.34,28.18,28.18,2026-05-07
845,2026-05-01,5,68.37,73.16,73.16,2026-05-24
846,2026-05-01,5,76.96,82.35,82.35,2026-05-07
847,2026-05-01,5,74.9,80.14,80.14,2026-05-07
848,2026-05-01,5,40.89,43.75,43.75,2026-05-08
849,2026-05-01,5,100.89,107.95,107.95,2026-05-05
850,2026-05-01,5,50.29,53.81,53.81,2026-05-05
851,2026-05-01,5,52.33,55.99,55.99,2026-05-05
852,2026-05-01,5,43.26,46.29,46.29,2026-05-05
853,2026-05-01,5,50.45,53.98,53.98,2026-05-08
854,2026-05-01,5,24.42,26.13,26.13,2026-06-02
855,2026-05-01,5,36.87,39.45,39.45,2026-05-05
856,2026-05-01,5,83.11,88.93,88.93,2026-05-05
857,2026-05-01,5,126.71,135.58,135.58,2026-05-08
858,2026-05-01,5,41.01,43.88,43.88,2026-05-07
859,2026-05-01,5,109.02,116.65,116.65,2026-05-06
860,2026-05-01,5,92.82,99.32,99.32,2026-05-05
861,2026-05-01,5,27.47,29.39,29.39,2026-05-06
862,2026-05-01,5,28.28,30.26,30.26,2026-05-05
863,2026-05-01,5,22.53,24.11,24.11,2026-05-07
864,2026-05-01,5,68.4,73.19,73.19,2026-05-27
865,2026-05-01,5,21.39,22.89,22.89,2026-05-05
866,2026-05-01,5,21.41,22.91,22.91,2026-05-05
867,2026-05-01,5,26.77,28.64,28.64,2026-05-07
868,2026-05-01,5,67.69,72.43,72.43,2026-05-06
869,2026-05-01,5,56.13,60.06,60.06,2026-05-05
870,2026-05-01,5,37.23,39.84,39.84,2026-05-07
871,2026-05-01,5,44.78,47.91,47.91,2026-05-05
872,2026-05-01,5,34.74,37.17,37.17,2026-05-09
873,2026-05-01,5,32.05,34.29,34.29,2026-05-07
874,2026-05-01,5,43.77,46.83,46.83,2026-05-23
875,2026-05-01,5,104.19,111.48,111.48,2026-05-08
876,2026-05-01,5,69.51,74.38,74.38,2026-05-05
877,2026-05-01,5,83.75,89.61,89.61,2026-05-07
878,2026-05-01,5,29.48,31.54,31.54,2026-05-05
879,2026-05-01,5,64.16,68.65,68.65,2026-05-07
880,2026-05-01,5,32.42,34.69,34.69,2026-05-05
881,2026-05-01,5,20.5,21.94,21.94,2026-05-07
882,2026-05-01,5,26.77,28.64,28.64,2026-05-07
883,2026-05-01,5,37.65,40.29,40.29,2026-05-05
884,2026-05-01,5,64.15,68.64,68.64,2026-05-06
885,2026-05-01,5,51.42,55.02,55.02,2026-05-05
886,2026-05-01,5,58.54,62.64,62.64,2026-05-06
887,2026-05-01,5,134.26,143.66,143.66,2026-05-05
888,2026-05-01,5,21.21,22.69,22.69,2026-05-07
889,2026-05-01,5,65.69,70.29,70.29,2026-05-10
890,2026-05-01,5,61.07,65.34,65.34,2026-05-05
891,2026-05-01,5,40.53,43.37,43.37,2026-05-05
892,2026-05-01,5,134.32,143.72,143.72,2026-05-27
893,2026-05-01,5,131.12,140.3,140.3,2026-05-05
894,2026-05-01,5,38.46,41.15,41.15,2026-05-05
895,2026-05-01,5,22.29,23.85,23.85,2026-05-07
896,2026-05-01,5,40.29,43.11,43.11,2026-05-06
897,2026-05-01,5,22.06,23.6,23.6,2026-05-05
898,2026-05-01,5,59.56,63.73,63.73,2026-05-05
899,2026-05-01,5,32.87,35.17,35.17,2026-05-05
900,2026-05-01,5,59.93,64.13,64.13,2026-05-05
901,2026-05-01,5,59.2,63.34,63.34,2026-05-05
902,2026-05-01,5,38.68,41.39,41.39,2026-05-05
903,2026-05-01,5,22.55,24.13,24.13,2026-05-05
904,2026-05-01,5,145.61,155.8,155.8,2026-05-06
905,2026-05-01,5,105.15,112.51,112.51,2026-05-06
906,2026-05-01,5,132.11,141.36,141.36,2026-05-08
907,2026-05-01,5,53.13,56.85,56.85,2026-05-07
908,2026-05-01,5,34.14,36.53,36.53,2026-05-08
909,2026-05-01,5,149.66,160.14,160.14,2026-05-05
910,2026-05-01,5,42.26,45.22,45.22,2026-05-12
911,2026-05-01,5,53.85,57.62,57.62,2026-05-07
912,2026-05-01,5,20.08,21.49,21.49,2026-05-06
913,2026-05-01,5,21.11,22.59,22.59,2026-05-05
914,2026-05-01,5,39.42,42.18,42.18,2026-05-14
915,2026-05-01,5,50.0,53.5,53.5,2026-05-05
916,2026-05-01,5,43.2,46.22,46.22,2026-05-05
917,2026-05-01,5,104.93,112.28,112.28,2026-05-06
918,2026-05-01,5,50.5,54.04,54.04,2026-05-05
919,2026-05-01,5,39.99,42.79,42.79,2026-05-06
920,2026-05-01,5,22.17,23.72,23.72,2026-05-06
921,2026-05-01,5,72.27,77.33,77.33,2026-05-07
922,2026-05-01,5,105.31,112.68,112.68,2026-05-05
923,2026-05-01,5,78.54,84.04,84.04,2026-05-07
924,2026-05-01,5,63.74,68.2,68.2,2026-05-06
925,2026-05-01,5,57.31,61.32,61.32,2026-05-07
926,2026-05-01,5,31.6,33.81,33.81,2026-05-07
927,2026-05-01,5,22.06,23.6,23.6,2026-05-05
928,2026-05-01,5,39.31,42.06,42.06,2026-05-09
929,2026-05-01,5,34.79,37.23,37.23,2026-05-08
