customerid,billmonth,totalamount,spendrank
539,2026-07-01,159.58,871
539,2026-06-01,159.58,871
539,2026-05-01,159.58,871
2689,2026-06-01,159.58,871
2689,2026-07-01,159.58,871
2689,2026-05-01,159.58,871
36259,2026-06-01,159.58,871
36259,2026-07-01,159.58,871
36259,2026-05-01,159.58,871
67527,2026-07-01,159.58,871
67527,2026-05-01,159.58,871
67527,2026-06-01,159.58,871
74221,2026-05-01,159.58,871
74221,2026-06-01,159.58,871
74221,2026-07-01,159.58,871
84195,2026-05-01,159.58,871
84195,2026-07-01,159.58,871
84195,2026-06-01,159.58,871
31930,2026-07-01,159.57,892
31930,2026-05-01,159.57,892
31930,2026-06-01,159.57,892
39495,2026-05-01,159.57,892
39495,2026-06-01,159.57,892
39495,2026-07-01,159.57,892
98975,2026-06-01,159.57,892
98975,2026-07-01,159.57,892
98975,2026-05-01,159.57,892
1426,2026-06-01,159.56,901
1426,2026-05-01,159.56,901
1426,2026-07-01,159.56,901
21364,2026-07-01,159.56,901
21364,2026-06-01,159.56,901
21364,2026-05-01,159.56,901
22119,2026-05-01,159.56,901
22119,2026-06-01,159.56,901
22119,2026-07-01,159.56,901
89180,2026-05-01,159.56,901
89180,2026-07-01,159.56,901
89180,2026-06-01,159.56,901
49424,2026-06-01,159.55,913
49424,2026-05-01,159.55,913
49424,2026-07-01,159.55,913
17402,2026-06-01,159.54,916
17402,2026-05-01,159.54,916
17402,2026-07-01,159.54,916
26052,2026-05-01,159.54,916
26052,2026-07-01,159.54,916
26052,2026-06-01,159.54,916
54666,2026-05-01,159.54,916
54666,2026-07-01,159.54,916
54666,2026-06-01,159.54,916
72819,2026-07-01,159.54,916
72819,2026-06-01,159.54,916
72819,2026-05-01,159.54,916
83206,2026-07-01,159.54,916
83206,2026-06-01,159.54,916
83206,2026-05-01,159.54,916
6209,2026-07-01,159.53,931
6209,2026-05-01,159.53,931
6209,2026-06-01,159.53,931
13462,2026-07-01,159.53,931
13462,2026-05-01,159.53,931
13462,2026-06-01,159.53,931
82738,2026-06-01,159.53,931
82738,2026-05-01,159.53,931
82738,2026-07-01,159.53,931
33879,2026-05-01,159.52,940
33879,2026-07-01,159.52,940
33879,2026-06-01,159.52,940
34549,2026-07-01,159.52,940
34549,2026-06-01,159.52,940
34549,2026-05-01,159.52,940
52378,2026-05-01,159.52,940
52378,2026-07-01,159.52,940
52378,2026-06-01,159.52,940
98156,2026-06-01,159.52,940
98156,2026-05-01,159.52,940
98156,2026-07-01,159.52,940
36218,2026-05-01,159.49,952
36218,2026-06-01,159.49,952
36218,2026-07-01,159.49,952
70913,2026-07-01,159.49,952
70913,2026-05-01,159.49,952
70913,2026-06-01,159.49,952
61827,2026-05-01,159.48,958
61827,2026-07-01,159.48,958
61827,2026-06-01,159.48,958
89005,2026-05-01,159.48,958
89005,2026-06-01,159.48,958
89005,2026-07-01,159.48,958
96783,2026-06-01,159.48,958
96783,2026-07-01,159.48,958
96783,2026-05-01,159.48,958
32634,2026-07-01,159.47,967
32634,2026-06-01,159.47,967
32634,2026-05-01,159.47,967
16846,2026-07-01,159.46,970
16846,2026-06-01,159.46,970
16846,2026-05-01,159.46,970
17491,2026-06-01,159.46,970
17491,2026-05-01,159.46,970
17491,2026-07-01,159.46,970
5780,2026-06-01,159.45,976
5780,2026-05-01,159.45,976
5780,2026-07-01,159.45,976
15905,2026-05-01,159.45,976
15905,2026-07-01,159.45,976
15905,2026-06-01,159.45,976
77806,2026-06-01,159.44,982
77806,2026-05-01,159.44,982
77806,2026-07-01,159.44,982
14951,2026-05-01,159.43,985
14951,2026-06-01,159.43,985
14951,2026-07-01,159.43,985
83251,2026-06-01,159.43,985
83251,2026-05-01,159.43,985
83251,2026-07-01,159.43,985
7276,2026-06-01,159.42,991
7276,2026-05-01,159.42,991
7276,2026-07-01,159.42,991
50180,2026-07-01,159.42,991
50180,2026-05-01,159.42,991
50180,2026-06-01,159.42,991
62140,2026-05-01,159.42,991
62140,2026-07-01,159.42,991
62140,2026-06-01,159.42,991
78724,2026-06-01,159.42,991
78724,2026-05-01,159.42,991
78724,2026-07-01,159.42,991
91790,2026-06-01,159.42,991
91790,2026-05-01,159.42,991
91790,2026-07-01,159.42,991
96877,2026-06-01,159.42,991
96877,2026-05-01,159.42,991
96877,2026-07-01,159.42,991
7417,2026-06-01,159.41,1009
7417,2026-07-01,159.41,1009
7417,2026-05-01,159.41,1009
10819,2026-06-01,159.41,1009
10819,2026-07-01,159.41,1009
10819,2026-05-01,159.41,1009
64780,2026-07-01,159.41,1009
64780,2026-05-01,159.41,1009
64780,2026-06-01,159.41,1009
70476,2026-06-01,159.41,1009
70476,2026-05-01,159.41,1009
70476,2026-07-01,159.41,1009
74479,2026-06-01,159.41,1009
74479,2026-07-01,159.41,1009
74479,2026-05-01,159.41,1009
87989,2026-05-01,159.41,1009
87989,2026-06-01,159.41,1009
87989,2026-07-01,159.41,1009
6816,2026-05-01,159.40,1027
6816,2026-06-01,159.40,1027
6816,2026-07-01,159.40,1027
24850,2026-05-01,159.40,1027
24850,2026-07-01,159.40,1027
24850,2026-06-01,159.40,1027
49150,2026-07-01,159.40,1027
49150,2026-05-01,159.40,1027
49150,2026-06-01,159.40,1027
52520,2026-05-01,159.40,1027
52520,2026-07-01,159.40,1027
52520,2026-06-01,159.40,1027
75138,2026-05-01,159.40,1027
75138,2026-06-01,159.40,1027
75138,2026-07-01,159.40,1027
5128,2026-05-01,159.39,1042
5128,2026-07-01,159.39,1042
5128,2026-06-01,159.39,1042
15892,2026-06-01,159.39,1042
15892,2026-07-01,159.39,1042
15892,2026-05-01,159.39,1042
55036,2026-07-01,159.39,1042
55036,2026-06-01,159.39,1042
55036,2026-05-01,159.39,1042
82846,2026-06-01,159.39,1042
82846,2026-07-01,159.39,1042
82846,2026-05-01,159.39,1042
92345,2026-06-01,159.38,1054
92345,2026-05-01,159.38,1054
92345,2026-07-01,159.38,1054
24483,2026-07-01,159.37,1057
24483,2026-05-01,159.37,1057
24483,2026-06-01,159.37,1057
26869,2026-05-01,159.37,1057
26869,2026-06-01,159.37,1057
26869,2026-07-01,159.37,1057
64236,2026-07-01,159.36,1063
64236,2026-05-01,159.36,1063
64236,2026-06-01,159.36,1063
76590,2026-05-01,159.36,1063
76590,2026-06-01,159.36,1063
76590,2026-07-01,159.36,1063
16900,2026-07-01,159.34,1069
16900,2026-06-01,159.34,1069
16900,2026-05-01,159.34,1069
56845,2026-06-01,159.34,1069
56845,2026-05-01,159.34,1069
56845,2026-07-01,159.34,1069
74448,2026-05-01,159.34,1069
74448,2026-06-01,159.34,1069
74448,2026-07-01,159.34,1069
77411,2026-06-01,159.34,1069
77411,2026-07-01,159.34,1069
77411,2026-05-01,159.34,1069
88696,2026-07-01,159.34,1069
88696,2026-05-01,159.34,1069
88696,2026-06-01,159.34,1069
2148,2026-07-01,159.33,1084
2148,2026-06-01,159.33,1084
2148,2026-05-01,159.33,1084
32084,2026-06-01,159.33,1084
32084,2026-05-01,159.33,1084
32084,2026-07-01,159.33,1084
75060,2026-06-01,159.33,1084
75060,2026-05-01,159.33,1084
75060,2026-07-01,159.33,1084
99444,2026-06-01,159.33,1084
99444,2026-07-01,159.33,1084
99444,2026-05-01,159.33,1084
13589,2026-07-01,159.32,1096
13589,2026-05-01,159.32,1096
13589,2026-06-01,159.32,1096
27287,2026-07-01,159.32,1096
27287,2026-06-01,159.32,1096
27287,2026-05-01,159.32,1096
67602,2026-05-01,159.32,1096
67602,2026-06-01,159.32,1096
67602,2026-07-01,159.32,1096
31935,2026-05-01,159.31,1105
31935,2026-07-01,159.31,1105
31935,2026-06-01,159.31,1105
58163,2026-06-01,159.31,1105
58163,2026-05-01,159.31,1105
58163,2026-07-01,159.31,1105
72775,2026-05-01,159.31,1105
72775,2026-07-01,159.31,1105
72775,2026-06-01,159.31,1105
29311,2026-05-01,159.30,1114
29311,2026-06-01,159.30,1114
29311,2026-07-01,159.30,1114
71561,2026-06-01,159.30,1114
71561,2026-07-01,159.30,1114
71561,2026-05-01,159.30,1114
75363,2026-05-01,159.30,1114
75363,2026-07-01,159.30,1114
75363,2026-06-01,159.30,1114
13933,2026-06-01,159.29,1123
13933,2026-07-01,159.29,1123
13933,2026-05-01,159.29,1123
29253,2026-07-01,159.29,1123
29253,2026-05-01,159.29,1123
29253,2026-06-01,159.29,1123
48084,2026-06-01,159.29,1123
48084,2026-05-01,159.29,1123
48084,2026-07-01,159.29,1123
52419,2026-06-01,159.29,1123
52419,2026-05-01,159.29,1123
52419,2026-07-01,159.29,1123
94347,2026-06-01,159.29,1123
94347,2026-05-01,159.29,1123
94347,2026-07-01,159.29,1123
32732,2026-06-01,159.28,1138
32732,2026-07-01,159.28,1138
32732,2026-05-01,159.28,1138
57906,2026-05-01,159.28,1138
57906,2026-06-01,159.28,1138
57906,2026-07-01,159.28,1138
82070,2026-07-01,159.28,1138
82070,2026-05-01,159.28,1138
82070,2026-06-01,159.28,1138
95889,2026-06-01,159.28,1138
95889,2026-07-01,159.28,1138
95889,2026-05-01,159.28,1138
6847,2026-06-01,159.27,1150
6847,2026-07-01,159.27,1150
6847,2026-05-01,159.27,1150
44427,2026-05-01,159.27,1150
44427,2026-07-01,159.27,1150
44427,2026-06-01,159.27,1150
61230,2026-07-01,159.27,1150
61230,2026-06-01,159.27,1150
61230,2026-05-01,159.27,1150
69016,2026-05-01,159.26,1159
69016,2026-06-01,159.26,1159
69016,2026-07-01,159.26,1159
88248,2026-07-01,159.26,1159
88248,2026-06-01,159.26,1159
88248,2026-05-01,159.26,1159
50655,2026-06-01,159.25,1165
50655,2026-07-01,159.25,1165
50655,2026-05-01,159.25,1165
24994,2026-05-01,159.24,1168
24994,2026-06-01,159.24,1168
24994,2026-07-01,159.24,1168
48881,2026-06-01,159.22,1171
48881,2026-07-01,159.22,1171
48881,2026-05-01,159.22,1171
57769,2026-05-01,159.22,1171
57769,2026-07-01,159.22,1171
57769,2026-06-01,159.22,1171
67141,2026-05-01,159.22,1171
67141,2026-07-01,159.22,1171
67141,2026-06-01,159.22,1171
70977,2026-06-01,159.22,1171
70977,2026-05-01,159.22,1171
70977,2026-07-01,159.22,1171
79763,2026-07-01,159.22,1171
79763,2026-06-01,159.22,1171
79763,2026-05-01,159.22,1171
85770,2026-07-01,159.22,1171
85770,2026-06-01,159.22,1171
85770,2026-05-01,159.22,1171
471,2026-06-01,159.21,1189
471,2026-05-01,159.21,1189
471,2026-07-01,159.21,1189
40349,2026-06-01,159.21,1189
40349,2026-07-01,159.21,1189
40349,2026-05-01,159.21,1189
44710,2026-07-01,159.21,1189
44710,2026-05-01,159.21,1189
44710,2026-06-01,159.21,1189
57954,2026-06-01,159.21,1189
57954,2026-05-01,159.21,1189
57954,2026-07-01,159.21,1189
60171,2026-07-01,159.21,1189
60171,2026-06-01,159.21,1189
60171,2026-05-01,159.21,1189
67137,2026-07-01,159.21,1189
67137,2026-06-01,159.21,1189
67137,2026-05-01,159.21,1189
38383,2026-05-01,159.19,1207
38383,2026-06-01,159.19,1207
38383,2026-07-01,159.19,1207
21554,2026-07-01,159.18,1210
21554,2026-05-01,159.18,1210
21554,2026-06-01,159.18,1210
31431,2026-06-01,159.18,1210
31431,2026-07-01,159.18,1210
31431,2026-05-01,159.18,1210
52547,2026-05-01,159.18,1210
52547,2026-07-01,159.18,1210
52547,2026-06-01,159.18,1210
90989,2026-06-01,159.18,1210
90989,2026-07-01,159.18,1210
90989,2026-05-01,159.18,1210
7450,2026-06-01,159.17,1222
7450,2026-05-01,159.17,1222
7450,2026-07-01,159.17,1222
24357,2026-07-01,159.17,1222
24357,2026-06-01,159.17,1222
24357,2026-05-01,159.17,1222
57732,2026-07-01,159.17,1222
57732,2026-06-01,159.17,1222
57732,2026-05-01,159.17,1222
67580,2026-05-01,159.17,1222
67580,2026-06-01,159.17,1222
67580,2026-07-01,159.17,1222
10681,2026-07-01,159.16,1234
10681,2026-06-01,159.16,1234
10681,2026-05-01,159.16,1234
27459,2026-06-01,159.15,1237
27459,2026-07-01,159.15,1237
27459,2026-05-01,159.15,1237
60754,2026-05-01,159.15,1237
60754,2026-06-01,159.15,1237
60754,2026-07-01,159.15,1237
60788,2026-07-01,159.15,1237
60788,2026-05-01,159.15,1237
60788,2026-06-01,159.15,1237
78252,2026-06-01,159.15,1237
78252,2026-07-01,159.15,1237
78252,2026-05-01,159.15,1237
19999,2026-06-01,159.14,1249
19999,2026-05-01,159.14,1249
19999,2026-07-01,159.14,1249
31031,2026-05-01,159.14,1249
31031,2026-07-01,159.14,1249
31031,2026-06-01,159.14,1249
78660,2026-05-01,159.14,1249
78660,2026-06-01,159.14,1249
78660,2026-07-01,159.14,1249
80454,2026-06-01,159.14,1249
80454,2026-05-01,159.14,1249
80454,2026-07-01,159.14,1249
82907,2026-07-01,159.14,1249
82907,2026-06-01,159.14,1249
82907,2026-05-01,159.14,1249
98490,2026-06-01,159.14,1249
98490,2026-05-01,159.14,1249
98490,2026-07-01,159.14,1249
258,2026-06-01,159.13,1267
258,2026-07-01,159.13,1267
258,2026-05-01,159.13,1267
7059,2026-06-01,159.13,1267
7059,2026-05-01,159.13,1267
7059,2026-07-01,159.13,1267
10391,2026-06-01,159.13,1267
10391,2026-07-01,159.13,1267
10391,2026-05-01,159.13,1267
23045,2026-06-01,159.13,1267
23045,2026-07-01,159.13,1267
23045,2026-05-01,159.13,1267
17800,2026-06-01,159.12,1279
17800,2026-07-01,159.12,1279
17800,2026-05-01,159.12,1279
20291,2026-07-01,159.12,1279
20291,2026-06-01,159.12,1279
20291,2026-05-01,159.12,1279
69043,2026-06-01,159.12,1279
69043,2026-05-01,159.12,1279
69043,2026-07-01,159.12,1279
72400,2026-07-01,159.12,1279
72400,2026-06-01,159.12,1279
72400,2026-05-01,159.12,1279
18550,2026-05-01,159.11,1291
18550,2026-07-01,159.11,1291
18550,2026-06-01,159.11,1291
34167,2026-06-01,159.11,1291
34167,2026-07-01,159.11,1291
34167,2026-05-01,159.11,1291
49126,2026-07-01,159.11,1291
49126,2026-05-01,159.11,1291
49126,2026-06-01,159.11,1291
83970,2026-07-01,159.11,1291
83970,2026-06-01,159.11,1291
83970,2026-05-01,159.11,1291
85441,2026-06-01,159.11,1291
85441,2026-07-01,159.11,1291
85441,2026-05-01,159.11,1291
322,2026-05-01,159.10,1306
322,2026-07-01,159.10,1306
322,2026-06-01,159.10,1306
5738,2026-07-01,159.10,1306
5738,2026-06-01,159.10,1306
5738,2026-05-01,159.10,1306
76882,2026-06-01,159.10,1306
76882,2026-07-01,159.10,1306
76882,2026-05-01,159.10,1306
78543,2026-06-01,159.10,1306
78543,2026-05-01,159.10,1306
78543,2026-07-01,159.10,1306
28869,2026-07-01,159.09,1318
28869,2026-05-01,159.09,1318
28869,2026-06-01,159.09,1318
42433,2026-05-01,159.09,1318
42433,2026-06-01,159.09,1318
42433,2026-07-01,159.09,1318
76367,2026-05-01,159.09,1318
76367,2026-07-01,159.09,1318
76367,2026-06-01,159.09,1318
11894,2026-06-01,159.08,1327
11894,2026-07-01,159.08,1327
11894,2026-05-01,159.08,1327
51419,2026-06-01,159.08,1327
51419,2026-05-01,159.08,1327
51419,2026-07-01,159.08,1327
54027,2026-05-01,159.08,1327
54027,2026-06-01,159.08,1327
54027,2026-07-01,159.08,1327
59285,2026-06-01,159.08,1327
59285,2026-07-01,159.08,1327
59285,2026-05-01,159.08,1327
97673,2026-07-01,159.08,1327
97673,2026-06-01,159.08,1327
97673,2026-05-01,159.08,1327
1782,2026-05-01,159.07,1342
1782,2026-07-01,159.07,1342
1782,2026-06-01,159.07,1342
49796,2026-05-01,159.07,1342
49796,2026-07-01,159.07,1342
49796,2026-06-01,159.07,1342
1308,2026-05-01,159.06,1348
1308,2026-07-01,159.06,1348
1308,2026-06-01,159.06,1348
1763,2026-07-01,159.06,1348
1763,2026-05-01,159.06,1348
1763,2026-06-01,159.06,1348
25109,2026-05-01,159.06,1348
25109,2026-07-01,159.06,1348
25109,2026-06-01,159.06,1348
54396,2026-06-01,159.06,1348
54396,2026-07-01,159.06,1348
54396,2026-05-01,159.06,1348
2718,2026-05-01,159.04,1360
2718,2026-07-01,159.04,1360
2718,2026-06-01,159.04,1360
27963,2026-05-01,159.04,1360
27963,2026-07-01,159.04,1360
27963,2026-06-01,159.04,1360
37437,2026-07-01,159.04,1360
37437,2026-06-01,159.04,1360
37437,2026-05-01,159.04,1360
62323,2026-05-01,159.04,1360
62323,2026-07-01,159.04,1360
62323,2026-06-01,159.04,1360
72366,2026-07-01,159.04,1360
72366,2026-05-01,159.04,1360
72366,2026-06-01,159.04,1360
89292,2026-07-01,159.04,1360
89292,2026-05-01,159.04,1360
89292,2026-06-01,159.04,1360
91132,2026-06-01,159.04,1360
91132,2026-07-01,159.04,1360
91132,2026-05-01,159.04,1360
93351,2026-07-01,159.04,1360
93351,2026-05-01,159.04,1360
93351,2026-06-01,159.04,1360
94317,2026-07-01,159.04,1360
94317,2026-06-01,159.04,1360
94317,2026-05-01,159.04,1360
7515,2026-07-01,159.03,1387
7515,2026-05-01,159.03,1387
7515,2026-06-01,159.03,1387
87828,2026-05-01,159.03,1387
87828,2026-07-01,159.03,1387
87828,2026-06-01,159.03,1387
97540,2026-05-01,159.03,1387
97540,2026-07-01,159.03,1387
97540,2026-06-01,159.03,1387
36325,2026-05-01,159.02,1396
36325,2026-06-01,159.02,1396
36325,2026-07-01,159.02,1396
67192,2026-07-01,159.02,1396
67192,2026-05-01,159.02,1396
67192,2026-06-01,159.02,1396
70378,2026-05-01,159.02,1396
70378,2026-07-01,159.02,1396
70378,2026-06-01,159.02,1396
94957,2026-07-01,159.02,1396
94957,2026-05-01,159.02,1396
94957,2026-06-01,159.02,1396
7653,2026-05-01,159.01,1408
7653,2026-07-01,159.01,1408
7653,2026-06-01,159.01,1408
38380,2026-06-01,159.01,1408
38380,2026-05-01,159.01,1408
38380,2026-07-01,159.01,1408
67217,2026-05-01,159.01,1408
67217,2026-06-01,159.01,1408
67217,2026-07-01,159.01,1408
67920,2026-05-01,159.01,1408
67920,2026-06-01,159.01,1408
67920,2026-07-01,159.01,1408
7215,2026-06-01,159.00,1420
7215,2026-05-01,159.00,1420
7215,2026-07-01,159.00,1420
40825,2026-06-01,159.00,1420
40825,2026-07-01,159.00,1420
40825,2026-05-01,159.00,1420
85800,2026-07-01,159.00,1420
85800,2026-05-01,159.00,1420
85800,2026-06-01,159.00,1420
81122,2026-07-01,158.99,1429
81122,2026-05-01,158.99,1429
81122,2026-06-01,158.99,1429
96201,2026-07-01,158.99,1429
96201,2026-06-01,158.99,1429
96201,2026-05-01,158.99,1429
99238,2026-06-01,158.99,1429
99238,2026-07-01,158.99,1429
99238,2026-05-01,158.99,1429
8087,2026-07-01,158.98,1438
8087,2026-05-01,158.98,1438
8087,2026-06-01,158.98,1438
47929,2026-07-01,158.98,1438
47929,2026-06-01,158.98,1438
47929,2026-05-01,158.98,1438
19653,2026-06-01,158.97,1444
19653,2026-07-01,158.97,1444
19653,2026-05-01,158.97,1444
35756,2026-07-01,158.97,1444
35756,2026-06-01,158.97,1444
35756,2026-05-01,158.97,1444
44654,2026-07-01,158.97,1444
44654,2026-06-01,158.97,1444
44654,2026-05-01,158.97,1444
46180,2026-06-01,158.97,1444
46180,2026-05-01,158.97,1444
46180,2026-07-01,158.97,1444
47468,2026-06-01,158.97,1444
47468,2026-05-01,158.97,1444
47468,2026-07-01,158.97,1444
60979,2026-06-01,158.97,1444
60979,2026-07-01,158.97,1444
60979,2026-05-01,158.97,1444
71025,2026-07-01,158.97,1444
71025,2026-06-01,158.97,1444
71025,2026-05-01,158.97,1444
83613,2026-06-01,158.97,1444
83613,2026-05-01,158.97,1444
83613,2026-07-01,158.97,1444
87754,2026-07-01,158.97,1444
87754,2026-06-01,158.97,1444
87754,2026-05-01,158.97,1444
23387,2026-05-01,158.96,1471
23387,2026-07-01,158.96,1471
23387,2026-06-01,158.96,1471
58799,2026-05-01,158.96,1471
58799,2026-07-01,158.96,1471
58799,2026-06-01,158.96,1471
65092,2026-07-01,158.96,1471
65092,2026-06-01,158.96,1471
65092,2026-05-01,158.96,1471
83561,2026-07-01,158.96,1471
83561,2026-05-01,158.96,1471
83561,2026-06-01,158.96,1471
17364,2026-05-01,158.95,1483
17364,2026-07-01,158.95,1483
17364,2026-06-01,158.95,1483
44156,2026-06-01,158.95,1483
44156,2026-05-01,158.95,1483
44156,2026-07-01,158.95,1483
63010,2026-05-01,158.95,1483
63010,2026-06-01,158.95,1483
63010,2026-07-01,158.95,1483
99463,2026-06-01,158.95,1483
99463,2026-05-01,158.95,1483
99463,2026-07-01,158.95,1483
78275,2026-06-01,158.94,1495
78275,2026-05-01,158.94,1495
78275,2026-07-01,158.94,1495
90152,2026-07-01,158.94,1495
90152,2026-06-01,158.94,1495
90152,2026-05-01,158.94,1495
96678,2026-07-01,158.94,1495
96678,2026-05-01,158.94,1495
96678,2026-06-01,158.94,1495
11402,2026-05-01,158.93,1504
11402,2026-07-01,158.93,1504
11402,2026-06-01,158.93,1504
12008,2026-07-01,158.93,1504
12008,2026-06-01,158.93,1504
12008,2026-05-01,158.93,1504
30433,2026-06-01,158.93,1504
30433,2026-07-01,158.93,1504
30433,2026-05-01,158.93,1504
58296,2026-07-01,158.92,1513
58296,2026-06-01,158.92,1513
58296,2026-05-01,158.92,1513
94631,2026-06-01,158.92,1513
94631,2026-07-01,158.92,1513
94631,2026-05-01,158.92,1513
63664,2026-06-01,158.91,1519
63664,2026-07-01,158.91,1519
63664,2026-05-01,158.91,1519
78534,2026-06-01,158.91,1519
78534,2026-05-01,158.91,1519
78534,2026-07-01,158.91,1519
31745,2026-06-01,158.90,1525
31745,2026-05-01,158.90,1525
31745,2026-07-01,158.90,1525
34083,2026-07-01,158.90,1525
34083,2026-05-01,158.90,1525
34083,2026-06-01,158.90,1525
45329,2026-07-01,158.90,1525
45329,2026-06-01,158.90,1525
45329,2026-05-01,158.90,1525
90969,2026-07-01,158.90,1525
90969,2026-06-01,158.90,1525
90969,2026-05-01,158.90,1525
42172,2026-05-01,158.88,1537
42172,2026-06-01,158.88,1537
42172,2026-07-01,158.88,1537
66505,2026-06-01,158.88,1537
66505,2026-07-01,158.88,1537
66505,2026-05-01,158.88,1537
16089,2026-07-01,158.87,1543
16089,2026-05-01,158.87,1543
16089,2026-06-01,158.87,1543
21448,2026-05-01,158.87,1543
21448,2026-06-01,158.87,1543
21448,2026-07-01,158.87,1543
84074,2026-05-01,158.87,1543
84074,2026-07-01,158.87,1543
84074,2026-06-01,158.87,1543
70886,2026-06-01,158.86,1552
70886,2026-05-01,158.86,1552
70886,2026-07-01,158.86,1552
78777,2026-05-01,158.86,1552
78777,2026-06-01,158.86,1552
78777,2026-07-01,158.86,1552
90239,2026-05-01,158.86,1552
90239,2026-07-01,158.86,1552
90239,2026-06-01,158.86,1552
93108,2026-06-01,158.86,1552
93108,2026-07-01,158.86,1552
93108,2026-05-01,158.86,1552
14697,2026-07-01,158.85,1564
14697,2026-06-01,158.85,1564
14697,2026-05-01,158.85,1564
23432,2026-07-01,158.85,1564
23432,2026-06-01,158.85,1564
23432,2026-05-01,158.85,1564
29291,2026-07-01,158.85,1564
29291,2026-05-01,158.85,1564
29291,2026-06-01,158.85,1564
28717,2026-07-01,158.84,1573
28717,2026-05-01,158.84,1573
28717,2026-06-01,158.84,1573
62069,2026-05-01,158.84,1573
62069,2026-07-01,158.84,1573
62069,2026-06-01,158.84,1573
95481,2026-06-01,158.84,1573
95481,2026-07-01,158.84,1573
95481,2026-05-01,158.84,1573
16707,2026-06-01,158.83,1582
16707,2026-07-01,158.83,1582
16707,2026-05-01,158.83,1582
28512,2026-06-01,158.83,1582
28512,2026-07-01,158.83,1582
28512,2026-05-01,158.83,1582
30934,2026-05-01,158.83,1582
30934,2026-07-01,158.83,1582
30934,2026-06-01,158.83,1582
68399,2026-07-01,158.83,1582
68399,2026-05-01,158.83,1582
68399,2026-06-01,158.83,1582
15230,2026-05-01,158.82,1594
15230,2026-06-01,158.82,1594
15230,2026-07-01,158.82,1594
