customerid,paymentdate,payment,runningtotal
1605,2026-05-05,30.13,2929699.55
1607,2026-05-05,113.73,2929699.55
1608,2026-05-05,158.30,2929699.55
1609,2026-05-05,116.85,2929699.55
1611,2026-05-05,47.05,2929699.55
1612,2026-05-05,137.18,2929699.55
1614,2026-05-05,107.95,2929699.55
1617,2026-05-05,41.23,2929699.55
1621,2026-05-05,142.79,2929699.55
1622,2026-05-05,61.05,2929699.55
1625,2026-05-05,34.74,2929699.55
1626,2026-05-05,55.79,2929699.55
1627,2026-05-05,43.46,2929699.55
1628,2026-05-05,36.43,2929699.55
1631,2026-05-05,26.17,2929699.55
1632,2026-05-05,26.18,2929699.55
1634,2026-05-05,133.60,2929699.55
1635,2026-05-05,113.36,2929699.55
1636,2026-05-05,90.05,2929699.55
1638,2026-05-05,68.90,2929699.55
1639,2026-05-05,63.15,2929699.55
1640,2026-05-05,81.34,2929699.55
1643,2026-05-05,43.13,2929699.55
1649,2026-05-05,24.62,2929699.55
1650,2026-05-05,46.33,2929699.55
1653,2026-05-05,44.88,2929699.55
1654,2026-05-05,67.72,2929699.55
1657,2026-05-05,37.14,2929699.55
1661,2026-05-05,41.00,2929699.55
1662,2026-05-05,46.22,2929699.55
1664,2026-05-05,44.73,2929699.55
1666,2026-05-05,84.63,2929699.55
1668,2026-05-05,43.99,2929699.55
1672,2026-05-05,88.17,2929699.55
1673,2026-05-05,88.35,2929699.55
1674,2026-05-05,35.94,2929699.55
1676,2026-05-05,103.94,2929699.55
1677,2026-05-05,43.04,2929699.55
1683,2026-05-05,39.19,2929699.55
1685,2026-05-05,62.19,2929699.55
1688,2026-05-05,47.70,2929699.55
1691,2026-05-05,42.33,2929699.55
1693,2026-05-05,44.33,2929699.55
1697,2026-05-05,142.95,2929699.55
1702,2026-05-05,83.10,2929699.55
1708,2026-05-05,125.63,2929699.55
1710,2026-05-05,127.88,2929699.55
1712,2026-05-05,83.47,2929699.55
1713,2026-05-05,65.87,2929699.55
1714,2026-05-05,44.77,2929699.55
1718,2026-05-05,29.32,2929699.55
1719,2026-05-05,157.74,2929699.55
1720,2026-05-05,43.53,2929699.55
1723,2026-05-05,111.64,2929699.55
1727,2026-05-05,38.50,2929699.55
1728,2026-05-05,114.68,2929699.55
1729,2026-05-05,69.18,2929699.55
1730,2026-05-05,40.90,2929699.55
1731,2026-05-05,84.44,2929699.55
1732,2026-05-05,89.99,2929699.55
1737,2026-05-05,88.87,2929699.55
1742,2026-05-05,157.16,2929699.55
1745,2026-05-05,89.63,2929699.55
1748,2026-05-05,135.28,2929699.55
1751,2026-05-05,37.24,2929699.55
1753,2026-05-05,60.43,2929699.55
1754,2026-05-05,35.71,2929699.55
1755,2026-05-05,46.93,2929699.55
1759,2026-05-05,46.61,2929699.55
1760,2026-05-05,69.68,2929699.55
1764,2026-05-05,119.89,2929699.55
1765,2026-05-05,78.66,2929699.55
1766,2026-05-05,66.68,2929699.55
1767,2026-05-05,25.64,2929699.55
1769,2026-05-05,72.03,2929699.55
1770,2026-05-05,62.55,2929699.55
1771,2026-05-05,81.66,2929699.55
1775,2026-05-05,33.72,2929699.55
1776,2026-05-05,83.29,2929699.55
1777,2026-05-05,34.29,2929699.55
1780,2026-05-05,138.92,2929699.55
1781,2026-05-05,83.44,2929699.55
1783,2026-05-05,109.26,2929699.55
1784,2026-05-05,32.73,2929699.55
1785,2026-05-05,41.49,2929699.55
1787,2026-05-05,105.93,2929699.55
1788,2026-05-05,39.01,2929699.55
1791,2026-05-05,42.58,2929699.55
1792,2026-05-05,27.71,2929699.55
1795,2026-05-05,45.28,2929699.55
1797,2026-05-05,32.84,2929699.55
1799,2026-05-05,38.99,2929699.55
1801,2026-05-05,53.94,2929699.55
1803,2026-05-05,63.01,2929699.55
1805,2026-05-05,145.13,2929699.55
1811,2026-05-05,68.11,2929699.55
1813,2026-05-05,85.25,2929699.55
1816,2026-05-05,24.90,2929699.55
1817,2026-05-05,85.77,2929699.55
1824,2026-05-05,34.49,2929699.55
1825,2026-05-05,140.52,2929699.55
1827,2026-05-05,45.15,2929699.55
1829,2026-05-05,71.58,2929699.55
1830,2026-05-05,74.70,2929699.55
1833,2026-05-05,27.28,2929699.55
1834,2026-05-05,31.64,2929699.55
1836,2026-05-05,34.76,2929699.55
1839,2026-05-05,22.71,2929699.55
1845,2026-05-05,41.88,2929699.55
1846,2026-05-05,39.56,2929699.55
1847,2026-05-05,41.83,2929699.55
1848,2026-05-05,21.59,2929699.55
1849,2026-05-05,77.91,2929699.55
1850,2026-05-05,35.06,2929699.55
1854,2026-05-05,26.64,2929699.55
1858,2026-05-05,34.89,2929699.55
1861,2026-05-05,64.56,2929699.55
1862,2026-05-05,60.46,2929699.55
1864,2026-05-05,21.73,2929699.55
1866,2026-05-05,87.88,2929699.55
1867,2026-05-05,21.62,2929699.55
1869,2026-05-05,27.34,2929699.55
1870,2026-05-05,149.74,2929699.55
1874,2026-05-05,60.10,2929699.55
1876,2026-05-05,22.78,2929699.55
1877,2026-05-05,45.46,2929699.55
1880,2026-05-05,115.67,2929699.55
1881,2026-05-05,45.92,2929699.55
1882,2026-05-05,81.34,2929699.55
1885,2026-05-05,43.68,2929699.55
1887,2026-05-05,99.34,2929699.55
1888,2026-05-05,139.72,2929699.55
1889,2026-05-05,36.97,2929699.55
1893,2026-05-05,37.32,2929699.55
1896,2026-05-05,37.88,2929699.55
1897,2026-05-05,59.82,2929699.55
1898,2026-05-05,72.72,2929699.55
1899,2026-05-05,85.54,2929699.55
1901,2026-05-05,40.47,2929699.55
1903,2026-05-05,32.07,2929699.55
1904,2026-05-05,29.57,2929699.55
1905,2026-05-05,31.30,2929699.55
1906,2026-05-05,105.69,2929699.55
1907,2026-05-05,120.80,2929699.55
1908,2026-05-05,62.93,2929699.55
1909,2026-05-05,46.96,2929699.55
1913,2026-05-05,37.26,2929699.55
1918,2026-05-05,35.67,2929699.55
1919,2026-05-05,24.91,2929699.55
1920,2026-05-05,79.81,2929699.55
1923,2026-05-05,24.89,2929699.55
1925,2026-05-05,76.23,2929699.55
1927,2026-05-05,60.35,2929699.55
1928,2026-05-05,44.21,2929699.55
1929,2026-05-05,62.19,2929699.55
1932,2026-05-05,123.81,2929699.55
1939,2026-05-05,120.36,2929699.55
1940,2026-05-05,79.73,2929699.55
1941,2026-05-05,137.35,2929699.55
1943,2026-05-05,77.09,2929699.55
1944,2026-05-05,62.04,2929699.55
1945,2026-05-05,29.28,2929699.55
1948,2026-05-05,80.05,2929699.55
1949,2026-05-05,74.89,2929699.55
1954,2026-05-05,68.54,2929699.55
1955,2026-05-05,38.32,2929699.55
1959,2026-05-05,129.26,2929699.55
1970,2026-05-05,54.35,2929699.55
1971,2026-05-05,26.63,2929699.55
1973,2026-05-05,58.45,2929699.55
1976,2026-05-05,44.81,2929699.55
1978,2026-05-05,127.05,2929699.55
1979,2026-05-05,84.89,2929699.55
1982,2026-05-05,76.40,2929699.55
1987,2026-05-05,35.84,2929699.55
1992,2026-05-05,149.92,2929699.55
1993,2026-05-05,107.66,2929699.55
1996,2026-05-05,25.77,2929699.55
1997,2026-05-05,54.12,2929699.55
2000,2026-05-05,35.95,2929699.55
2002,2026-05-05,27.42,2929699.55
2003,2026-05-05,29.16,2929699.55
2004,2026-05-05,135.59,2929699.55
2008,2026-05-05,38.01,2929699.55
2010,2026-05-05,110.01,2929699.55
2011,2026-05-05,69.38,2929699.55
2014,2026-05-05,99.33,2929699.55
2015,2026-05-05,34.55,2929699.55
2018,2026-05-05,40.71,2929699.55
2020,2026-05-05,34.44,2929699.55
2022,2026-05-05,67.43,2929699.55
2026,2026-05-05,87.78,2929699.55
2028,2026-05-05,139.24,2929699.55
2031,2026-05-05,32.23,2929699.55
2036,2026-05-05,82.90,2929699.55
2039,2026-05-05,28.58,2929699.55
2040,2026-05-05,127.55,2929699.55
2044,2026-05-05,27.53,2929699.55
2045,2026-05-05,140.20,2929699.55
2046,2026-05-05,44.12,2929699.55
2047,2026-05-05,90.69,2929699.55
2048,2026-05-05,42.41,2929699.55
2049,2026-05-05,37.78,2929699.55
2050,2026-05-05,88.71,2929699.55
2051,2026-05-05,28.67,2929699.55
2052,2026-05-05,41.33,2929699.55
2053,2026-05-05,22.11,2929699.55
2054,2026-05-05,66.98,2929699.55
2056,2026-05-05,143.17,2929699.55
2058,2026-05-05,58.61,2929699.55
2059,2026-05-05,63.06,2929699.55
2062,2026-05-05,30.27,2929699.55
2063,2026-05-05,32.11,2929699.55
2066,2026-05-05,33.16,2929699.55
2072,2026-05-05,24.90,2929699.55
2075,2026-05-05,43.52,2929699.55
2078,2026-05-05,85.90,2929699.55
2079,2026-05-05,61.28,2929699.55
2082,2026-05-05,127.50,2929699.55
2083,2026-05-05,78.37,2929699.55
2084,2026-05-05,44.53,2929699.55
2087,2026-05-05,45.10,2929699.55
2088,2026-05-05,70.81,2929699.55
2089,2026-05-05,62.78,2929699.55
2095,2026-05-05,56.50,2929699.55
2097,2026-05-05,115.40,2929699.55
2101,2026-05-05,123.73,2929699.55
2102,2026-05-05,35.83,2929699.55
2109,2026-05-05,31.45,2929699.55
2110,2026-05-05,53.64,2929699.55
2111,2026-05-05,35.83,2929699.55
2114,2026-05-05,35.59,2929699.55
2116,2026-05-05,24.43,2929699.55
2120,2026-05-05,84.24,2929699.55
2125,2026-05-05,154.70,2929699.55
2127,2026-05-05,80.76,2929699.55
2129,2026-05-05,26.72,2929699.55
2131,2026-05-05,25.01,2929699.55
2134,2026-05-05,58.63,2929699.55
2137,2026-05-05,40.75,2929699.55
2138,2026-05-05,30.43,2929699.55
2140,2026-05-05,135.78,2929699.55
2141,2026-05-05,136.57,2929699.55
2149,2026-05-05,124.17,2929699.55
2150,2026-05-05,23.66,2929699.55
2152,2026-05-05,22.12,2929699.55
2156,2026-05-05,140.58,2929699.55
2159,2026-05-05,71.67,2929699.55
2161,2026-05-05,60.37,2929699.55
2163,2026-05-05,130.28,2929699.55
2164,2026-05-05,107.11,2929699.55
2165,2026-05-05,24.16,2929699.55
2168,2026-05-05,77.86,2929699.55
2170,2026-05-05,83.13,2929699.55
2171,2026-05-05,75.32,2929699.55
2172,2026-05-05,143.51,2929699.55
2173,2026-05-05,36.50,2929699.55
2174,2026-05-05,46.65,2929699.55
2175,2026-05-05,102.89,2929699.55
2178,2026-05-05,81.80,2929699.55
2179,2026-05-05,23.23,2929699.55
2182,2026-05-05,68.59,2929699.55
2184,2026-05-05,40.37,2929699.55
2186,2026-05-05,24.58,2929699.55
2189,2026-05-05,106.65,2929699.55
2192,2026-05-05,111.85,2929699.55
2194,2026-05-05,151.20,2929699.55
2195,2026-05-05,67.24,2929699.55
2198,2026-05-05,85.88,2929699.55
2201,2026-05-05,88.45,2929699.55
2208,2026-05-05,36.24,2929699.55
2209,2026-05-05,121.96,2929699.55
2211,2026-05-05,26.92,2929699.55
2213,2026-05-05,28.85,2929699.55
2214,2026-05-05,143.57,2929699.55
2216,2026-05-05,23.41,2929699.55
2217,2026-05-05,136.72,2929699.55
2218,2026-05-05,142.83,2929699.55
2220,2026-05-05,157.45,2929699.55
2222,2026-05-05,114.16,2929699.55
2227,2026-05-05,72.14,2929699.55
2232,2026-05-05,43.77,2929699.55
2233,2026-05-05,24.57,2929699.55
2236,2026-05-05,44.72,2929699.55
2242,2026-05-05,23.10,2929699.55
2245,2026-05-05,25.08,2929699.55
2248,2026-05-05,30.35,2929699.55
2254,2026-05-05,151.45,2929699.55
2255,2026-05-05,35.99,2929699.55
2260,2026-05-05,102.25,2929699.55
2261,2026-05-05,25.82,2929699.55
2262,2026-05-05,112.53,2929699.55
2271,2026-05-05,54.53,2929699.55
2272,2026-05-05,77.22,2929699.55
2280,2026-05-05,84.26,2929699.55
2281,2026-05-05,83.48,2929699.55
2282,2026-05-05,72.88,2929699.55
2283,2026-05-05,45.92,2929699.55
2284,2026-05-05,32.97,2929699.55
2285,2026-05-05,83.04,2929699.55
2286,2026-05-05,22.28,2929699.55
2290,2026-05-05,41.59,2929699.55
2294,2026-05-05,86.97,2929699.55
2295,2026-05-05,23.02,2929699.55
2298,2026-05-05,46.63,2929699.55
2301,2026-05-05,100.34,2929699.55
2302,2026-05-05,137.64,2929699.55
2303,2026-05-05,21.40,2929699.55
2304,2026-05-05,40.69,2929699.55
2305,2026-05-05,70.87,2929699.55
2309,2026-05-05,129.67,2929699.55
2310,2026-05-05,27.08,2929699.55
2313,2026-05-05,42.68,2929699.55
2315,2026-05-05,21.95,2929699.55
2319,2026-05-05,102.36,2929699.55
2320,2026-05-05,38.10,2929699.55
2321,2026-05-05,113.33,2929699.55
2322,2026-05-05,37.18,2929699.55
2324,2026-05-05,24.14,2929699.55
2332,2026-05-05,67.82,2929699.55
2336,2026-05-05,103.01,2929699.55
2342,2026-05-05,23.23,2929699.55
2344,2026-05-05,31.49,2929699.55
2345,2026-05-05,58.08,2929699.55
2346,2026-05-05,41.80,2929699.55
2347,2026-05-05,114.49,2929699.55
2352,2026-05-05,107.74,2929699.55
2353,2026-05-05,126.40,2929699.55
2354,2026-05-05,31.85,2929699.55
2355,2026-05-05,24.40,2929699.55
2360,2026-05-05,24.68,2929699.55
2366,2026-05-05,90.13,2929699.55
2367,2026-05-05,37.61,2929699.55
2368,2026-05-05,155.26,2929699.55
2372,2026-05-05,25.98,2929699.55
2373,2026-05-05,27.49,2929699.55
2374,2026-05-05,78.83,2929699.55
2376,2026-05-05,70.81,2929699.55
2380,2026-05-05,42.85,2929699.55
2381,2026-05-05,25.61,2929699.55
2382,2026-05-05,59.39,2929699.55
2390,2026-05-05,75.54,2929699.55
2393,2026-05-05,158.69,2929699.55
2394,2026-05-05,44.88,2929699.55
2395,2026-05-05,39.29,2929699.55
2396,2026-05-05,86.79,2929699.55
2399,2026-05-05,146.79,2929699.55
2404,2026-05-05,57.64,2929699.55
2410,2026-05-05,26.54,2929699.55
2411,2026-05-05,144.52,2929699.55
2415,2026-05-05,85.72,2929699.55
2419,2026-05-05,38.02,2929699.55
2423,2026-05-05,38.74,2929699.55
2427,2026-05-05,40.19,2929699.55
2429,2026-05-05,80.00,2929699.55
2432,2026-05-05,120.13,2929699.55
2434,2026-05-05,140.89,2929699.55
2436,2026-05-05,42.24,2929699.55
2437,2026-05-05,61.85,2929699.55
2439,2026-05-05,31.74,2929699.55
2440,2026-05-05,81.77,2929699.55
2441,2026-05-05,62.13,2929699.55
2442,2026-05-05,34.95,2929699.55
2444,2026-05-05,34.49,2929699.55
2446,2026-05-05,21.51,2929699.55
2452,2026-05-05,65.48,2929699.55
2454,2026-05-05,76.32,2929699.55
2455,2026-05-05,34.90,2929699.55
2460,2026-05-05,39.45,2929699.55
2461,2026-05-05,138.54,2929699.55
2462,2026-05-05,60.98,2929699.55
2464,2026-05-05,46.86,2929699.55
2465,2026-05-05,34.40,2929699.55
2471,2026-05-05,60.34,2929699.55
2473,2026-05-05,31.58,2929699.55
2475,2026-05-05,47.28,2929699.55
2478,2026-05-05,155.61,2929699.55
2482,2026-05-05,46.36,2929699.55
2485,2026-05-05,31.22,2929699.55
2487,2026-05-05,32.67,2929699.55
2490,2026-05-05,24.16,2929699.55
2499,2026-05-05,27.83,2929699.55
2500,2026-05-05,70.37,2929699.55
2501,2026-05-05,70.29,2929699.55
2508,2026-05-05,38.40,2929699.55
2510,2026-05-05,65.38,2929699.55
2511,2026-05-05,21.77,2929699.55
2512,2026-05-05,143.78,2929699.55
2514,2026-05-05,23.96,2929699.55
2516,2026-05-05,35.95,2929699.55
2517,2026-05-05,74.26,2929699.55
2518,2026-05-05,73.82,2929699.55
2519,2026-05-05,25.95,2929699.55
2525,2026-05-05,44.61,2929699.55
2527,2026-05-05,119.16,2929699.55
2528,2026-05-05,137.64,2929699.55
2531,2026-05-05,44.47,2929699.55
2536,2026-05-05,72.04,2929699.55
2537,2026-05-05,38.49,2929699.55
2540,2026-05-05,127.63,2929699.55
2542,2026-05-05,61.03,2929699.55
2543,2026-05-05,33.92,2929699.55
2547,2026-05-05,69.49,2929699.55
2548,2026-05-05,130.72,2929699.55
2549,2026-05-05,53.64,2929699.55
2551,2026-05-05,64.09,2929699.55
2552,2026-05-05,89.83,2929699.55
2555,2026-05-05,115.14,2929699.55
2556,2026-05-05,47.83,2929699.55
2557,2026-05-05,75.54,2929699.55
2563,2026-05-05,116.88,2929699.55
2565,2026-05-05,27.28,2929699.55
2570,2026-05-05,44.45,2929699.55
2571,2026-05-05,132.48,2929699.55
2572,2026-05-05,55.67,2929699.55
2573,2026-05-05,44.37,2929699.55
2574,2026-05-05,46.10,2929699.55
2577,2026-05-05,27.93,2929699.55
2580,2026-05-05,87.20,2929699.55
2586,2026-05-05,34.21,2929699.55
2590,2026-05-05,97.42,2929699.55
2591,2026-05-05,88.97,2929699.55
2593,2026-05-05,34.94,2929699.55
2594,2026-05-05,68.09,2929699.55
2595,2026-05-05,76.65,2929699.55
2596,2026-05-05,45.72,2929699.55
2597,2026-05-05,44.91,2929699.55
2598,2026-05-05,43.82,2929699.55
2601,2026-05-05,111.74,2929699.55
2602,2026-05-05,99.29,2929699.55
2603,2026-05-05,88.46,2929699.55
2606,2026-05-05,87.29,2929699.55
2609,2026-05-05,130.84,2929699.55
2611,2026-05-05,71.90,2929699.55
2612,2026-05-05,156.54,2929699.55
2613,2026-05-05,65.83,2929699.55
2614,2026-05-05,137.92,2929699.55
2615,2026-05-05,37.66,2929699.55
2616,2026-05-05,58.40,2929699.55
2619,2026-05-05,34.33,2929699.55
2624,2026-05-05,39.68,2929699.55
2625,2026-05-05,87.22,2929699.55
2626,2026-05-05,110.17,2929699.55
2627,2026-05-05,128.26,2929699.55
2628,2026-05-05,25.49,2929699.55
2629,2026-05-05,36.29,2929699.55
2631,2026-05-05,43.34,2929699.55
2633,2026-05-05,37.82,2929699.55
2634,2026-05-05,136.64,2929699.55
2635,2026-05-05,47.91,2929699.55
2636,2026-05-05,79.48,2929699.55
2637,2026-05-05,45.99,2929699.55
2639,2026-05-05,22.11,2929699.55
2642,2026-05-05,45.13,2929699.55
2643,2026-05-05,145.71,2929699.55
2644,2026-05-05,79.92,2929699.55
2651,2026-05-05,107.76,2929699.55
2652,2026-05-05,42.77,2929699.55
2654,2026-05-05,117.53,2929699.55
2655,2026-05-05,66.04,2929699.55
2656,2026-05-05,68.82,2929699.55
2657,2026-05-05,56.66,2929699.55
2661,2026-05-05,98.61,2929699.55
2662,2026-05-05,36.88,2929699.55
2663,2026-05-05,28.77,2929699.55
2664,2026-05-05,29.37,2929699.55
2665,2026-05-05,45.84,2929699.55
2667,2026-05-05,35.10,2929699.55
2668,2026-05-05,23.97,2929699.55
2681,2026-05-05,140.66,2929699.55
2684,2026-05-05,97.08,2929699.55
2692,2026-05-05,34.18,2929699.55
2696,2026-05-05,27.76,2929699.55
2699,2026-05-05,31.65,2929699.55
2703,2026-05-05,67.99,2929699.55
2704,2026-05-05,46.41,2929699.55
2705,2026-05-05,132.59,2929699.55
2706,2026-05-05,38.27,2929699.55
2707,2026-05-05,79.58,2929699.55
2711,2026-05-05,27.41,2929699.55
2713,2026-05-05,57.65,2929699.55
2714,2026-05-05,146.22,2929699.55
2715,2026-05-05,126.94,2929699.55
2716,2026-05-05,34.84,2929699.55
2719,2026-05-05,35.58,2929699.55
2720,2026-05-05,74.60,2929699.55
2723,2026-05-05,104.61,2929699.55
2725,2026-05-05,47.14,2929699.55
2728,2026-05-05,22.91,2929699.55
2729,2026-05-05,35.88,2929699.55
2734,2026-05-05,27.28,2929699.55
2735,2026-05-05,27.19,2929699.55
2742,2026-05-05,25.16,2929699.55
2745,2026-05-05,58.70,2929699.55
2746,2026-05-05,44.43,2929699.55
2750,2026-05-05,37.60,2929699.55
2751,2026-05-05,28.17,2929699.55
2753,2026-05-05,24.95,2929699.55
2756,2026-05-05,83.26,2929699.55
2760,2026-05-05,81.21,2929699.55
2762,2026-05-05,80.40,2929699.55
2765,2026-05-05,67.52,2929699.55
2767,2026-05-05,35.47,2929699.55
2771,2026-05-05,97.15,2929699.55
2772,2026-05-05,39.17,2929699.55
2774,2026-05-05,37.90,2929699.55
2778,2026-05-05,77.84,2929699.55
2780,2026-05-05,144.92,2929699.55
2781,2026-05-05,86.99,2929699.55
2783,2026-05-05,23.14,2929699.55
2786,2026-05-05,31.01,2929699.55
2790,2026-05-05,27.00,2929699.55
2791,2026-05-05,155.95,2929699.55
2793,2026-05-05,32.73,2929699.55
2796,2026-05-05,54.63,2929699.55
2797,2026-05-05,109.33,2929699.55
2802,2026-05-05,28.82,2929699.55
2803,2026-05-05,112.42,2929699.55
2804,2026-05-05,64.64,2929699.55
2805,2026-05-05,154.50,2929699.55
2806,2026-05-05,27.61,2929699.55
2812,2026-05-05,42.58,2929699.55
2814,2026-05-05,44.62,2929699.55
2815,2026-05-05,47.90,2929699.55
2816,2026-05-05,149.55,2929699.55
2822,2026-05-05,47.01,2929699.55
2823,2026-05-05,89.74,2929699.55
2824,2026-05-05,27.21,2929699.55
2825,2026-05-05,23.73,2929699.55
2827,2026-05-05,80.92,2929699.55
2829,2026-05-05,32.95,2929699.55
2830,2026-05-05,87.17,2929699.55
2835,2026-05-05,85.97,2929699.55
2836,2026-05-05,24.49,2929699.55
2837,2026-05-05,44.96,2929699.55
2842,2026-05-05,27.81,2929699.55
2843,2026-05-05,54.93,2929699.55
2853,2026-05-05,156.79,2929699.55
2854,2026-05-05,83.88,2929699.55
2856,2026-05-05,30.23,2929699.55
2858,2026-05-05,36.42,2929699.55
2863,2026-05-05,139.19,2929699.55
2868,2026-05-05,45.99,2929699.55
2871,2026-05-05,55.90,2929699.55
2873,2026-05-05,43.19,2929699.55
2874,2026-05-05,42.99,2929699.55
2875,2026-05-05,35.98,2929699.55
2876,2026-05-05,44.50,2929699.55
2877,2026-05-05,44.90,2929699.55
2884,2026-05-05,44.77,2929699.55
2885,2026-05-05,105.53,2929699.55
2887,2026-05-05,116.32,2929699.55
2889,2026-05-05,64.07,2929699.55
2890,2026-05-05,104.29,2929699.55
2891,2026-05-05,160.47,2929699.55
2893,2026-05-05,44.20,2929699.55
2894,2026-05-05,30.44,2929699.55
2896,2026-05-05,24.75,2929699.55
2897,2026-05-05,64.22,2929699.55
2898,2026-05-05,100.33,2929699.55
2899,2026-05-05,54.09,2929699.55
2905,2026-05-05,34.29,2929699.55
2907,2026-05-05,31.31,2929699.55
2917,2026-05-05,25.29,2929699.55
2918,2026-05-05,80.23,2929699.55
2921,2026-05-05,23.90,2929699.55
2923,2026-05-05,59.88,2929699.55
2926,2026-05-05,43.55,2929699.55
2928,2026-05-05,35.94,2929699.55
2929,2026-05-05,136.77,2929699.55
2930,2026-05-05,25.05,2929699.55
2933,2026-05-05,131.06,2929699.55
2934,2026-05-05,38.04,2929699.55
2943,2026-05-05,90.22,2929699.55
2948,2026-05-05,90.15,2929699.55
2952,2026-05-05,89.17,2929699.55
2954,2026-05-05,107.63,2929699.55
2955,2026-05-05,22.51,2929699.55
2956,2026-05-05,31.35,2929699.55
2957,2026-05-05,36.08,2929699.55
2958,2026-05-05,42.77,2929699.55
2959,2026-05-05,140.34,2929699.55
2962,2026-05-05,126.52,2929699.55
2963,2026-05-05,42.32,2929699.55
2964,2026-05-05,100.87,2929699.55
2966,2026-05-05,26.87,2929699.55
2967,2026-05-05,34.64,2929699.55
2969,2026-05-05,120.62,2929699.55
2973,2026-05-05,44.57,2929699.55
2979,2026-05-05,40.95,2929699.55
2981,2026-05-05,77.72,2929699.55
2982,2026-05-05,152.82,2929699.55
2985,2026-05-05,28.65,2929699.55
2986,2026-05-05,59.88,2929699.55
2987,2026-05-05,57.85,2929699.55
2988,2026-05-05,79.01,2929699.55
2989,2026-05-05,25.55,2929699.55
2990,2026-05-05,97.04,2929699.55
2993,2026-05-05,32.83,2929699.55
2995,2026-05-05,81.10,2929699.55
2996,2026-05-05,61.19,2929699.55
2998,2026-05-05,33.62,2929699.55
2999,2026-05-05,123.27,2929699.55
3000,2026-05-05,90.13,2929699.55
3003,2026-05-05,128.38,2929699.55
3005,2026-05-05,121.50,2929699.55
3009,2026-05-05,82.84,2929699.55
3012,2026-05-05,22.66,2929699.55
3016,2026-05-05,57.31,2929699.55
3018,2026-05-05,65.09,2929699.55
3019,2026-05-05,86.62,2929699.55
3020,2026-05-05,30.67,2929699.55
3023,2026-05-05,28.24,2929699.55
3026,2026-05-05,33.92,2929699.55
3031,2026-05-05,36.13,2929699.55
3033,2026-05-05,21.87,2929699.55
3034,2026-05-05,61.90,2929699.55
3038,2026-05-05,156.68,2929699.55
3039,2026-05-05,66.58,2929699.55
3041,2026-05-05,155.03,2929699.55
3044,2026-05-05,22.05,2929699.55
3045,2026-05-05,29.46,2929699.55
3046,2026-05-05,79.59,2929699.55
3051,2026-05-05,34.43,2929699.55
3052,2026-05-05,106.80,2929699.55
3054,2026-05-05,41.75,2929699.55
3055,2026-05-05,78.12,2929699.55
3060,2026-05-05,21.54,2929699.55
3064,2026-05-05,22.27,2929699.55
3066,2026-05-05,46.03,2929699.55
3067,2026-05-05,158.31,2929699.55
3069,2026-05-05,72.82,2929699.55
3070,2026-05-05,40.75,2929699.55
3071,2026-05-05,72.28,2929699.55
3075,2026-05-05,35.83,2929699.55
3076,2026-05-05,149.01,2929699.55
3077,2026-05-05,41.34,2929699.55
3081,2026-05-05,36.41,2929699.55
3082,2026-05-05,33.17,2929699.55
3084,2026-05-05,142.06,2929699.55
3086,2026-05-05,43.81,2929699.55
3087,2026-05-05,137.70,2929699.55
3088,2026-05-05,32.03,2929699.55
3093,2026-05-05,35.31,2929699.55
3095,2026-05-05,40.44,2929699.55
3096,2026-05-05,41.82,2929699.55
3101,2026-05-05,26.53,2929699.55
3102,2026-05-05,31.79,2929699.55
3105,2026-05-05,76.51,2929699.55
