customerid,month,payment,nextmonthpayment
424,5,78.42,78.42
424,6,78.42,78.42
424,7,78.42,
425,5,90.88,90.88
425,6,90.88,90.88
425,7,90.88,
426,5,24.04,24.04
426,6,24.04,24.04
426,7,24.04,
427,5,43.88,43.88
427,6,43.88,43.88
427,7,43.88,
428,5,27.56,27.56
428,6,27.56,27.56
428,7,27.56,
429,5,21.85,21.85
429,6,21.85,21.85
429,7,21.85,
430,5,29.86,29.86
430,6,29.86,29.86
430,7,29.86,
431,5,55.28,55.28
431,6,55.28,55.28
431,7,55.28,
432,5,58.27,58.27
432,6,58.27,58.27
432,7,58.27,
433,5,89.16,89.16
433,6,89.16,89.16
433,7,89.16,
434,5,158.11,158.11
434,6,158.11,158.11
434,7,158.11,
435,5,63.60,63.60
435,6,63.60,63.60
435,7,63.60,
436,5,26.93,26.93
436,6,26.93,26.93
436,7,26.93,
437,5,132.58,132.58
437,6,132.58,132.58
437,7,132.58,
438,5,33.97,33.97
438,6,33.97,33.97
438,7,33.97,
439,5,33.62,33.62
439,6,33.62,33.62
439,7,33.62,
440,5,41.42,41.42
440,6,41.42,41.42
440,7,41.42,
441,5,118.62,118.62
441,6,118.62,118.62
441,7,118.62,
442,5,39.87,39.87
442,6,39.87,39.87
442,7,39.87,
443,5,125.91,125.91
443,6,125.91,125.91
443,7,125.91,
444,5,149.01,149.01
444,6,149.01,149.01
444,7,149.01,
445,5,100.63,100.63
445,6,100.63,100.63
445,7,100.63,
446,5,155.56,155.56
446,6,155.56,155.56
446,7,155.56,
447,5,23.89,23.89
447,6,23.89,23.89
447,7,23.89,
448,5,62.71,62.71
448,6,62.71,62.71
448,7,62.71,
449,5,27.23,27.23
449,6,27.23,27.23
449,7,27.23,
450,5,110.61,110.61
450,6,110.61,110.61
450,7,110.61,
451,5,44.42,44.42
451,6,44.42,44.42
451,7,44.42,
452,5,31.85,31.85
452,6,31.85,31.85
452,7,31.85,
453,5,30.69,30.69
453,6,30.69,30.69
453,7,30.69,
454,5,54.10,54.10
454,6,54.10,54.10
454,7,54.10,
455,5,43.75,43.75
455,6,43.75,43.75
455,7,43.75,
456,5,44.64,44.64
456,6,44.64,44.64
456,7,44.64,
457,5,38.06,38.06
457,6,38.06,38.06
457,7,38.06,
458,5,58.70,58.70
458,6,58.70,58.70
458,7,58.70,
459,5,58.98,58.98
459,6,58.98,58.98
459,7,58.98,
460,5,139.96,139.96
460,6,139.96,139.96
460,7,139.96,
461,5,83.05,83.05
461,6,83.05,83.05
461,7,83.05,
462,5,64.39,64.39
462,6,64.39,64.39
462,7,64.39,
463,5,78.48,78.48
463,6,78.48,78.48
463,7,78.48,
464,5,97.16,97.16
464,6,97.16,97.16
464,7,97.16,
465,5,61.64,61.64
465,6,61.64,61.64
465,7,61.64,
466,5,90.62,90.62
466,6,90.62,90.62
466,7,90.62,
467,5,24.52,24.52
467,6,24.52,24.52
467,7,24.52,
468,5,136.68,136.68
468,6,136.68,136.68
468,7,136.68,
469,5,23.38,23.38
469,6,23.38,23.38
469,7,23.38,
470,5,65.07,65.07
470,6,65.07,65.07
470,7,65.07,
471,5,159.21,159.21
471,6,159.21,159.21
471,7,159.21,
472,5,28.06,28.06
472,6,28.06,28.06
472,7,28.06,
473,5,33.76,33.76
473,6,33.76,33.76
473,7,33.76,
474,5,127.45,127.45
474,6,127.45,127.45
474,7,127.45,
475,5,36.99,36.99
475,6,36.99,36.99
475,7,36.99,
476,5,28.33,28.33
476,6,28.33,28.33
476,7,28.33,
477,5,37.04,37.04
477,6,37.04,37.04
477,7,37.04,
478,5,71.91,71.91
478,6,71.91,71.91
478,7,71.91,
479,5,37.23,37.23
479,6,37.23,37.23
479,7,37.23,
480,5,80.97,80.97
480,6,80.97,80.97
480,7,80.97,
481,5,56.03,56.03
481,6,56.03,56.03
481,7,56.03,
482,5,34.04,34.04
482,6,34.04,34.04
482,7,34.04,
483,5,44.06,44.06
483,6,44.06,44.06
483,7,44.06,
484,5,22.02,22.02
484,6,22.02,22.02
484,7,22.02,
485,5,90.46,90.46
485,6,90.46,90.46
485,7,90.46,
486,5,25.12,25.12
486,6,25.12,25.12
486,7,25.12,
487,5,133.85,133.85
487,6,133.85,133.85
487,7,133.85,
488,5,53.84,53.84
488,6,53.84,53.84
488,7,53.84,
489,5,158.65,158.65
489,6,158.65,158.65
489,7,158.65,
490,5,116.37,116.37
490,6,116.37,116.37
490,7,116.37,
491,5,72.08,72.08
491,6,72.08,72.08
491,7,72.08,
492,5,36.90,36.90
492,6,36.90,36.90
492,7,36.90,
493,5,42.51,42.51
493,6,42.51,42.51
493,7,42.51,
494,5,34.94,34.94
494,6,34.94,34.94
494,7,34.94,
495,5,108.69,108.69
495,6,108.69,108.69
495,7,108.69,
496,5,158.72,158.72
496,6,158.72,158.72
496,7,158.72,
497,5,81.21,81.21
497,6,81.21,81.21
497,7,81.21,
498,5,73.31,73.31
498,6,73.31,73.31
498,7,73.31,
499,5,65.26,65.26
499,6,65.26,65.26
499,7,65.26,
500,5,24.18,24.18
500,6,24.18,24.18
500,7,24.18,
501,5,41.66,41.66
501,6,41.66,41.66
501,7,41.66,
502,5,57.29,57.29
502,6,57.29,57.29
502,7,57.29,
503,5,83.18,83.18
503,6,83.18,83.18
503,7,83.18,
504,5,83.91,83.91
504,6,83.91,83.91
504,7,83.91,
505,5,85.72,85.72
505,6,85.72,85.72
505,7,85.72,
506,5,28.13,28.13
506,6,28.13,28.13
506,7,28.13,
507,5,74.12,74.12
507,6,74.12,74.12
507,7,74.12,
508,5,77.60,77.60
508,6,77.60,77.60
508,7,77.60,
509,5,34.89,34.89
509,6,34.89,34.89
509,7,34.89,
510,5,113.40,113.40
510,6,113.40,113.40
510,7,113.40,
511,5,63.93,63.93
511,6,63.93,63.93
511,7,63.93,
512,5,25.88,25.88
512,6,25.88,25.88
512,7,25.88,
513,5,22.08,22.08
513,6,22.08,22.08
513,7,22.08,
514,5,46.95,46.95
514,6,46.95,46.95
514,7,46.95,
515,5,42.23,42.23
515,6,42.23,42.23
515,7,42.23,
516,5,139.00,139.00
516,6,139.00,139.00
516,7,139.00,
517,5,26.17,26.17
517,6,26.17,26.17
517,7,26.17,
518,5,78.45,78.45
518,6,78.45,78.45
518,7,78.45,
519,5,79.88,79.88
519,6,79.88,79.88
519,7,79.88,
520,5,78.10,78.10
520,6,78.10,78.10
520,7,78.10,
521,5,32.14,32.14
521,6,32.14,32.14
521,7,32.14,
522,5,101.96,101.96
522,6,101.96,101.96
522,7,101.96,
523,5,36.89,36.89
523,6,36.89,36.89
523,7,36.89,
524,5,87.71,87.71
524,6,87.71,87.71
524,7,87.71,
525,5,28.83,28.83
525,6,28.83,28.83
525,7,28.83,
526,5,147.40,147.40
526,6,147.40,147.40
526,7,147.40,
527,5,32.41,32.41
527,6,32.41,32.41
527,7,32.41,
528,5,102.86,102.86
528,6,102.86,102.86
528,7,102.86,
529,5,80.45,80.45
529,6,80.45,80.45
529,7,80.45,
530,5,43.86,43.86
530,6,43.86,43.86
530,7,43.86,
531,5,72.04,72.04
531,6,72.04,72.04
531,7,72.04,
532,5,28.18,28.18
532,6,28.18,28.18
532,7,28.18,
533,5,33.28,33.28
533,6,33.28,33.28
533,7,33.28,
534,5,86.68,86.68
534,6,86.68,86.68
534,7,86.68,
535,5,22.31,22.31
535,6,22.31,22.31
535,7,22.31,
536,5,70.86,70.86
536,6,70.86,70.86
536,7,70.86,
537,5,56.01,56.01
537,6,56.01,56.01
537,7,56.01,
538,5,72.11,72.11
538,6,72.11,72.11
538,7,72.11,
539,5,159.58,159.58
539,6,159.58,159.58
539,7,159.58,
540,5,62.64,62.64
540,6,62.64,62.64
540,7,62.64,
541,5,46.86,46.86
541,6,46.86,46.86
541,7,46.86,
542,5,38.56,38.56
542,6,38.56,38.56
542,7,38.56,
543,5,21.86,21.86
543,6,21.86,21.86
543,7,21.86,
544,5,32.44,32.44
544,6,32.44,32.44
544,7,32.44,
545,5,61.77,61.77
545,6,61.77,61.77
545,7,61.77,
546,5,60.73,60.73
546,6,60.73,60.73
546,7,60.73,
547,5,35.49,35.49
547,6,35.49,35.49
547,7,35.49,
548,5,61.50,61.50
548,6,61.50,61.50
548,7,61.50,
549,5,117.02,117.02
549,6,117.02,117.02
549,7,117.02,
550,5,79.67,79.67
550,6,79.67,79.67
550,7,79.67,
551,5,30.71,30.71
551,6,30.71,30.71
551,7,30.71,
552,5,45.85,45.85
552,6,45.85,45.85
552,7,45.85,
553,5,77.50,77.50
553,6,77.50,77.50
553,7,77.50,
554,5,25.42,25.42
554,6,25.42,25.42
554,7,25.42,
555,5,30.25,30.25
555,6,30.25,30.25
555,7,30.25,
556,5,90.93,90.93
556,6,90.93,90.93
556,7,90.93,
557,5,30.28,30.28
557,6,30.28,30.28
557,7,30.28,
558,5,37.26,37.26
558,6,37.26,37.26
558,7,37.26,
559,5,24.14,24.14
559,6,24.14,24.14
559,7,24.14,
560,5,39.01,39.01
560,6,39.01,39.01
560,7,39.01,
561,5,65.78,65.78
561,6,65.78,65.78
561,7,65.78,
562,5,67.96,67.96
562,6,67.96,67.96
562,7,67.96,
563,5,36.70,36.70
563,6,36.70,36.70
563,7,36.70,
564,5,66.52,66.52
564,6,66.52,66.52
564,7,66.52,
565,5,23.72,23.72
565,6,23.72,23.72
565,7,23.72,
566,5,62.16,62.16
566,6,62.16,62.16
566,7,62.16,
567,5,80.34,80.34
567,6,80.34,80.34
567,7,80.34,
568,5,60.06,60.06
568,6,60.06,60.06
568,7,60.06,
569,5,31.08,31.08
569,6,31.08,31.08
569,7,31.08,
570,5,105.06,105.06
570,6,105.06,105.06
570,7,105.06,
571,5,111.30,111.30
571,6,111.30,111.30
571,7,111.30,
572,5,56.52,56.52
572,6,56.52,56.52
572,7,56.52,
573,5,31.86,31.86
573,6,31.86,31.86
573,7,31.86,
574,5,48.15,48.15
574,6,48.15,48.15
574,7,48.15,
575,5,23.88,23.88
575,6,23.88,23.88
575,7,23.88,
576,5,35.96,35.96
576,6,35.96,35.96
576,7,35.96,
577,5,128.15,128.15
577,6,128.15,128.15
577,7,128.15,
578,5,58.20,58.20
578,6,58.20,58.20
578,7,58.20,
579,5,79.01,79.01
579,6,79.01,79.01
579,7,79.01,
580,5,30.28,30.28
580,6,30.28,30.28
580,7,30.28,
581,5,140.44,140.44
581,6,140.44,140.44
581,7,140.44,
582,5,30.15,30.15
582,6,30.15,30.15
582,7,30.15,
583,5,39.44,39.44
583,6,39.44,39.44
583,7,39.44,
584,5,116.98,116.98
584,6,116.98,116.98
584,7,116.98,
585,5,150.06,150.06
585,6,150.06,150.06
585,7,150.06,
586,5,98.46,98.46
586,6,98.46,98.46
586,7,98.46,
587,5,98.44,98.44
587,6,98.44,98.44
587,7,98.44,
588,5,25.65,25.65
588,6,25.65,25.65
588,7,25.65,
589,5,23.38,23.38
589,6,23.38,23.38
589,7,23.38,
590,5,86.84,86.84
590,6,86.84,86.84
590,7,86.84,
591,5,41.94,41.94
591,6,41.94,41.94
591,7,41.94,
592,5,35.32,35.32
592,6,35.32,35.32
592,7,35.32,
593,5,107.37,107.37
593,6,107.37,107.37
593,7,107.37,
594,5,106.10,106.10
594,6,106.10,106.10
594,7,106.10,
595,5,54.75,54.75
595,6,54.75,54.75
595,7,54.75,
596,5,58.87,58.87
596,6,58.87,58.87
596,7,58.87,
597,5,38.50,38.50
597,6,38.50,38.50
597,7,38.50,
598,5,134.33,134.33
598,6,134.33,134.33
598,7,134.33,
599,5,28.95,28.95
599,6,28.95,28.95
599,7,28.95,
600,5,38.39,38.39
600,6,38.39,38.39
600,7,38.39,
601,5,75.39,75.39
601,6,75.39,75.39
601,7,75.39,
602,5,79.64,79.64
602,6,79.64,79.64
602,7,79.64,
603,5,100.49,100.49
603,6,100.49,100.49
603,7,100.49,
604,5,41.18,41.18
604,6,41.18,41.18
604,7,41.18,
605,5,87.98,87.98
605,6,87.98,87.98
605,7,87.98,
606,5,111.76,111.76
606,6,111.76,111.76
606,7,111.76,
607,5,70.33,70.33
607,6,70.33,70.33
607,7,70.33,
608,5,34.18,34.18
608,6,34.18,34.18
608,7,34.18,
609,5,29.24,29.24
609,6,29.24,29.24
609,7,29.24,
610,5,70.94,70.94
610,6,70.94,70.94
610,7,70.94,
611,5,101.66,101.66
611,6,101.66,101.66
611,7,101.66,
612,5,22.61,22.61
612,6,22.61,22.61
612,7,22.61,
613,5,63.79,63.79
613,6,63.79,63.79
613,7,63.79,
614,5,59.50,59.50
614,6,59.50,59.50
614,7,59.50,
615,5,84.37,84.37
615,6,84.37,84.37
615,7,84.37,
616,5,86.17,86.17
616,6,86.17,86.17
616,7,86.17,
617,5,76.89,76.89
617,6,76.89,76.89
617,7,76.89,
618,5,41.48,41.48
618,6,41.48,41.48
618,7,41.48,
619,5,30.96,30.96
619,6,30.96,30.96
619,7,30.96,
620,5,80.89,80.89
620,6,80.89,80.89
620,7,80.89,
621,5,75.32,75.32
621,6,75.32,75.32
621,7,75.32,
622,5,30.63,30.63
622,6,30.63,30.63
622,7,30.63,
623,5,56.52,56.52
623,6,56.52,56.52
623,7,56.52,
624,5,40.80,40.80
624,6,40.80,40.80
624,7,40.80,
625,5,55.77,55.77
625,6,55.77,55.77
625,7,55.77,
626,5,111.92,111.92
626,6,111.92,111.92
626,7,111.92,
627,5,41.66,41.66
627,6,41.66,41.66
627,7,41.66,
628,5,135.44,135.44
628,6,135.44,135.44
628,7,135.44,
629,5,110.72,110.72
629,6,110.72,110.72
629,7,110.72,
630,5,42.26,42.26
630,6,42.26,42.26
630,7,42.26,
631,5,34.59,34.59
631,6,34.59,34.59
631,7,34.59,
632,5,55.36,55.36
632,6,55.36,55.36
632,7,55.36,
633,5,24.63,24.63
633,6,24.63,24.63
633,7,24.63,
634,5,128.60,128.60
634,6,128.60,128.60
634,7,128.60,
635,5,26.93,26.93
635,6,26.93,26.93
635,7,26.93,
636,5,139.15,139.15
636,6,139.15,139.15
636,7,139.15,
637,5,46.72,46.72
637,6,46.72,46.72
637,7,46.72,
638,5,151.53,151.53
638,6,151.53,151.53
638,7,151.53,
639,5,48.11,48.11
639,6,48.11,48.11
639,7,48.11,
640,5,37.63,37.63
640,6,37.63,37.63
640,7,37.63,
641,5,112.26,112.26
641,6,112.26,112.26
641,7,112.26,
642,5,79.01,79.01
642,6,79.01,79.01
642,7,79.01,
643,5,90.20,90.20
643,6,90.20,90.20
643,7,90.20,
644,5,22.23,22.23
644,6,22.23,22.23
644,7,22.23,
645,5,22.29,22.29
645,6,22.29,22.29
645,7,22.29,
646,5,28.88,28.88
646,6,28.88,28.88
646,7,28.88,
647,5,54.26,54.26
647,6,54.26,54.26
647,7,54.26,
648,5,39.20,39.20
648,6,39.20,39.20
648,7,39.20,
649,5,57.84,57.84
649,6,57.84,57.84
649,7,57.84,
650,5,81.49,81.49
650,6,81.49,81.49
650,7,81.49,
651,5,147.49,147.49
651,6,147.49,147.49
651,7,147.49,
652,5,25.68,25.68
652,6,25.68,25.68
652,7,25.68,
653,5,26.65,26.65
653,6,26.65,26.65
653,7,26.65,
654,5,24.20,24.20
654,6,24.20,24.20
654,7,24.20,
655,5,87.39,87.39
655,6,87.39,87.39
655,7,87.39,
656,5,55.38,55.38
656,6,55.38,55.38
656,7,55.38,
657,5,122.23,122.23
657,6,122.23,122.23
657,7,122.23,
658,5,37.00,37.00
658,6,37.00,37.00
658,7,37.00,
659,5,84.63,84.63
659,6,84.63,84.63
659,7,84.63,
660,5,62.69,62.69
660,6,62.69,62.69
660,7,62.69,
661,5,29.20,29.20
661,6,29.20,29.20
661,7,29.20,
662,5,34.76,34.76
662,6,34.76,34.76
662,7,34.76,
663,5,57.01,57.01
663,6,57.01,57.01
663,7,57.01,
664,5,65.21,65.21
664,6,65.21,65.21
664,7,65.21,
665,5,30.76,30.76
665,6,30.76,30.76
665,7,30.76,
666,5,32.52,32.52
666,6,32.52,32.52
666,7,32.52,
667,5,158.46,158.46
667,6,158.46,158.46
667,7,158.46,
668,5,44.55,44.55
668,6,44.55,44.55
668,7,44.55,
669,5,62.86,62.86
669,6,62.86,62.86
669,7,62.86,
670,5,33.93,33.93
670,6,33.93,33.93
670,7,33.93,
671,5,132.12,132.12
671,6,132.12,132.12
671,7,132.12,
672,5,30.05,30.05
672,6,30.05,30.05
672,7,30.05,
673,5,39.48,39.48
673,6,39.48,39.48
673,7,39.48,
674,5,147.70,147.70
674,6,147.70,147.70
674,7,147.70,
675,5,30.31,30.31
675,6,30.31,30.31
675,7,30.31,
676,5,107.24,107.24
676,6,107.24,107.24
676,7,107.24,
677,5,41.41,41.41
677,6,41.41,41.41
677,7,41.41,
678,5,23.23,23.23
678,6,23.23,23.23
678,7,23.23,
679,5,86.40,86.40
679,6,86.40,86.40
679,7,86.40,
680,5,32.32,32.32
680,6,32.32,32.32
680,7,32.32,
681,5,32.28,32.28
681,6,32.28,32.28
681,7,32.28,
682,5,22.04,22.04
682,6,22.04,22.04
682,7,22.04,
683,5,84.34,84.34
683,6,84.34,84.34
683,7,84.34,
684,5,31.25,31.25
684,6,31.25,31.25
684,7,31.25,
685,5,101.54,101.54
685,6,101.54,101.54
685,7,101.54,
686,5,75.07,75.07
686,6,75.07,75.07
686,7,75.07,
687,5,56.58,56.58
687,6,56.58,56.58
687,7,56.58,
688,5,38.97,38.97
688,6,38.97,38.97
688,7,38.97,
689,5,86.35,86.35
689,6,86.35,86.35
689,7,86.35,
690,5,22.80,22.80
690,6,22.80,22.80
690,7,22.80,
691,5,57.83,57.83
691,6,57.83,57.83
691,7,57.83,
692,5,111.90,111.90
692,6,111.90,111.90
692,7,111.90,
693,5,87.93,87.93
693,6,87.93,87.93
693,7,87.93,
694,5,58.67,58.67
694,6,58.67,58.67
694,7,58.67,
695,5,35.42,35.42
695,6,35.42,35.42
695,7,35.42,
696,5,56.50,56.50
696,6,56.50,56.50
696,7,56.50,
697,5,107.13,107.13
697,6,107.13,107.13
697,7,107.13,
698,5,35.00,35.00
698,6,35.00,35.00
698,7,35.00,
699,5,87.62,87.62
699,6,87.62,87.62
699,7,87.62,
700,5,21.64,21.64
700,6,21.64,21.64
700,7,21.64,
701,5,47.55,47.55
701,6,47.55,47.55
701,7,47.55,
702,5,26.35,26.35
702,6,26.35,26.35
702,7,26.35,
703,5,25.87,25.87
703,6,25.87,25.87
703,7,25.87,
704,5,65.14,65.14
704,6,65.14,65.14
704,7,65.14,
705,5,37.12,37.12
705,6,37.12,37.12
705,7,37.12,
706,5,31.36,31.36
706,6,31.36,31.36
706,7,31.36,
707,5,103.81,103.81
707,6,103.81,103.81
707,7,103.81,
708,5,68.03,68.03
708,6,68.03,68.03
708,7,68.03,
709,5,29.66,29.66
709,6,29.66,29.66
709,7,29.66,
710,5,34.49,34.49
710,6,34.49,34.49
710,7,34.49,
711,5,44.08,44.08
711,6,44.08,44.08
711,7,44.08,
712,5,41.00,41.00
712,6,41.00,41.00
712,7,41.00,
713,5,145.21,145.21
713,6,145.21,145.21
713,7,145.21,
714,5,152.37,152.37
714,6,152.37,152.37
714,7,152.37,
715,5,115.57,115.57
715,6,115.57,115.57
715,7,115.57,
716,5,21.84,21.84
716,6,21.84,21.84
716,7,21.84,
717,5,145.38,145.38
717,6,145.38,145.38
717,7,145.38,
718,5,133.29,133.29
718,6,133.29,133.29
718,7,133.29,
719,5,84.96,84.96
719,6,84.96,84.96
719,7,84.96,
720,5,60.31,60.31
720,6,60.31,60.31
720,7,60.31,
721,5,41.55,41.55
721,6,41.55,41.55
721,7,41.55,
722,5,71.50,71.50
722,6,71.50,71.50
722,7,71.50,
723,5,35.81,35.81
723,6,35.81,35.81
723,7,35.81,
724,5,42.31,42.31
724,6,42.31,42.31
724,7,42.31,
725,5,33.27,33.27
725,6,33.27,33.27
725,7,33.27,
726,5,43.11,43.11
726,6,43.11,43.11
726,7,43.11,
727,5,31.97,31.97
727,6,31.97,31.97
727,7,31.97,
728,5,81.63,81.63
728,6,81.63,81.63
728,7,81.63,
729,5,90.22,90.22
729,6,90.22,90.22
729,7,90.22,
730,5,25.67,25.67
730,6,25.67,25.67
730,7,25.67,
731,5,23.56,23.56
731,6,23.56,23.56
731,7,23.56,
732,5,30.43,30.43
732,6,30.43,30.43
732,7,30.43,
733,5,57.89,57.89
733,6,57.89,57.89
733,7,57.89,
734,5,68.52,68.52
734,6,68.52,68.52
734,7,68.52,
735,5,29.81,29.81
735,6,29.81,29.81
735,7,29.81,
736,5,34.87,34.87
736,6,34.87,34.87
736,7,34.87,
737,5,35.59,35.59
737,6,35.59,35.59
737,7,35.59,
738,5,103.20,103.20
738,6,103.20,103.20
738,7,103.20,
739,5,156.95,156.95
739,6,156.95,156.95
739,7,156.95,
740,5,40.82,40.82
740,6,40.82,40.82
740,7,40.82,
741,5,40.30,40.30
741,6,40.30,40.30
741,7,40.30,
742,5,69.74,69.74
742,6,69.74,69.74
742,7,69.74,
743,5,27.56,27.56
743,6,27.56,27.56
743,7,27.56,
744,5,30.23,30.23
744,6,30.23,30.23
744,7,30.23,
745,5,46.32,46.32
745,6,46.32,46.32
745,7,46.32,
746,5,87.37,87.37
746,6,87.37,87.37
746,7,87.37,
747,5,70.95,70.95
747,6,70.95,70.95
747,7,70.95,
748,5,28.96,28.96
748,6,28.96,28.96
748,7,28.96,
749,5,32.74,32.74
749,6,32.74,32.74
749,7,32.74,
750,5,88.79,88.79
750,6,88.79,88.79
750,7,88.79,
751,5,78.38,78.38
751,6,78.38,78.38
751,7,78.38,
752,5,78.35,78.35
752,6,78.35,78.35
752,7,78.35,
753,5,43.51,43.51
753,6,43.51,43.51
753,7,43.51,
754,5,35.15,35.15
754,6,35.15,35.15
754,7,35.15,
755,5,68.07,68.07
755,6,68.07,68.07
755,7,68.07,
756,5,83.47,83.47
756,6,83.47,83.47
756,7,83.47,
757,5,67.59,67.59
757,6,67.59,67.59
757,7,67.59,
758,5,63.34,63.34
758,6,63.34,63.34
758,7,63.34,
759,5,73.95,73.95
759,6,73.95,73.95
759,7,73.95,
760,5,127.82,127.82
760,6,127.82,127.82
760,7,127.82,
761,5,82.54,82.54
761,6,82.54,82.54
761,7,82.54,
762,5,115.09,115.09
762,6,115.09,115.09
762,7,115.09,
763,5,73.84,73.84
763,6,73.84,73.84
763,7,73.84,
764,5,72.16,72.16
764,6,72.16,72.16
764,7,72.16,
765,5,57.73,57.73
765,6,57.73,57.73
765,7,57.73,
766,5,43.13,43.13
766,6,43.13,43.13
766,7,43.13,
767,5,30.93,30.93
767,6,30.93,30.93
767,7,30.93,
768,5,56.15,56.15
768,6,56.15,56.15
768,7,56.15,
769,5,134.67,134.67
769,6,134.67,134.67
769,7,134.67,
770,5,41.94,41.94
770,6,41.94,41.94
770,7,41.94,
771,5,119.94,119.94
771,6,119.94,119.94
771,7,119.94,
772,5,130.65,130.65
772,6,130.65,130.65
772,7,130.65,
773,5,24.22,24.22
773,6,24.22,24.22
773,7,24.22,
774,5,88.93,88.93
774,6,88.93,88.93
774,7,88.93,
775,5,34.39,34.39
775,6,34.39,34.39
775,7,34.39,
776,5,112.99,112.99
776,6,112.99,112.99
776,7,112.99,
777,5,114.74,114.74
777,6,114.74,114.74
777,7,114.74,
778,5,79.95,79.95
778,6,79.95,79.95
778,7,79.95,
779,5,149.37,149.37
779,6,149.37,149.37
779,7,149.37,
780,5,25.07,25.07
780,6,25.07,25.07
780,7,25.07,
781,5,32.38,32.38
781,6,32.38,32.38
781,7,32.38,
782,5,89.13,89.13
782,6,89.13,89.13
782,7,89.13,
783,5,78.61,78.61
783,6,78.61,78.61
783,7,78.61,
784,5,142.62,142.62
784,6,142.62,142.62
784,7,142.62,
785,5,139.36,139.36
785,6,139.36,139.36
785,7,139.36,
786,5,37.32,37.32
786,6,37.32,37.32
786,7,37.32,
787,5,119.81,119.81
787,6,119.81,119.81
787,7,119.81,
788,5,36.59,36.59
788,6,36.59,36.59
788,7,36.59,
789,5,72.69,72.69
789,6,72.69,72.69
789,7,72.69,
790,5,27.73,27.73
790,6,27.73,27.73
790,7,27.73,
791,5,117.40,117.40
791,6,117.40,117.40
791,7,117.40,
792,5,62.72,62.72
792,6,62.72,62.72
792,7,62.72,
793,5,39.38,39.38
793,6,39.38,39.38
793,7,39.38,
794,5,110.07,110.07
794,6,110.07,110.07
794,7,110.07,
795,5,47.45,47.45
795,6,47.45,47.45
795,7,47.45,
796,5,39.30,39.30
796,6,39.30,39.30
796,7,39.30,
797,5,33.89,33.89
797,6,33.89,33.89
797,7,33.89,
798,5,113.46,113.46
798,6,113.46,113.46
798,7,113.46,
799,5,24.90,24.90
799,6,24.90,24.90
799,7,24.90,
800,5,61.03,61.03
800,6,61.03,61.03
800,7,61.03,
801,5,58.96,58.96
801,6,58.96,58.96
801,7,58.96,
802,5,37.64,37.64
802,6,37.64,37.64
802,7,37.64,
803,5,100.45,100.45
803,6,100.45,100.45
803,7,100.45,
804,5,72.79,72.79
804,6,72.79,72.79
804,7,72.79,
805,5,130.09,130.09
805,6,130.09,130.09
805,7,130.09,
806,5,104.54,104.54
806,6,104.54,104.54
806,7,104.54,
807,5,28.84,28.84
807,6,28.84,28.84
807,7,28.84,
808,5,65.20,65.20
808,6,65.20,65.20
808,7,65.20,
809,5,110.01,110.01
809,6,110.01,110.01
809,7,110.01,
810,5,47.57,47.57
810,6,47.57,47.57
810,7,47.57,
811,5,36.36,36.36
811,6,36.36,36.36
811,7,36.36,
812,5,58.40,58.40
812,6,58.40,58.40
812,7,58.40,
813,5,64.83,64.83
813,6,64.83,64.83
813,7,64.83,
814,5,71.32,71.32
814,6,71.32,71.32
814,7,71.32,
815,5,72.54,72.54
815,6,72.54,72.54
815,7,72.54,
816,5,36.55,36.55
816,6,36.55,36.55
816,7,36.55,
817,5,37.24,37.24
817,6,37.24,37.24
817,7,37.24,
818,5,155.95,155.95
818,6,155.95,155.95
818,7,155.95,
819,5,79.34,79.34
819,6,79.34,79.34
819,7,79.34,
820,5,82.34,82.34
820,6,82.34,82.34
820,7,82.34,
821,5,22.00,22.00
821,6,22.00,22.00
821,7,22.00,
822,5,32.62,32.62
822,6,32.62,32.62
822,7,32.62,
823,5,45.25,45.25
823,6,45.25,45.25
823,7,45.25,
824,5,88.61,88.61
824,6,88.61,88.61
824,7,88.61,
825,5,30.83,30.83
825,6,30.83,30.83
825,7,30.83,
826,5,23.11,23.11
826,6,23.11,23.11
826,7,23.11,
827,5,159.68,159.68
827,6,159.68,159.68
827,7,159.68,
828,5,60.90,60.90
828,6,60.90,60.90
828,7,60.90,
829,5,24.93,24.93
829,6,24.93,24.93
829,7,24.93,
830,5,37.13,37.13
830,6,37.13,37.13
830,7,37.13,
831,5,80.54,80.54
831,6,80.54,80.54
831,7,80.54,
832,5,27.31,27.31
832,6,27.31,27.31
832,7,27.31,
833,5,89.86,89.86
833,6,89.86,89.86
833,7,89.86,
834,5,70.96,70.96
834,6,70.96,70.96
834,7,70.96,
835,5,34.82,34.82
835,6,34.82,34.82
835,7,34.82,
836,5,150.06,150.06
836,6,150.06,150.06
836,7,150.06,
837,5,27.17,27.17
837,6,27.17,27.17
837,7,27.17,
838,5,81.47,81.47
838,6,81.47,81.47
838,7,81.47,
839,5,59.96,59.96
839,6,59.96,59.96
839,7,59.96,
840,5,34.74,34.74
840,6,34.74,34.74
840,7,34.74,
841,5,70.55,70.55
841,6,70.55,70.55
841,7,70.55,
842,5,32.74,32.74
842,6,32.74,32.74
842,7,32.74,
843,5,79.66,79.66
843,6,79.66,79.66
843,7,79.66,
844,5,28.18,28.18
844,6,28.18,28.18
844,7,28.18,
845,5,73.16,73.16
845,6,73.16,73.16
845,7,73.16,
846,5,82.35,82.35
846,6,82.35,82.35
846,7,82.35,
847,5,80.14,80.14
